,id,value,location,sample date,measure
4467,46961,22.0,Chai,18-Feb-99,Lead
4499,47365,12.0,Chai,18-Feb-99,Lead
4590,50913,6.0,Kannika,26-Feb-99,Lead
4619,51331,11.0,Kannika,26-Feb-99,Lead
4675,52488,14.0,Sakda,27-Feb-99,Lead
4705,52908,4.0,Sakda,27-Feb-99,Lead
4735,53670,10.0,Sakda,27-Feb-99,Lead
4763,41054,1.0,Boonsri,11-Mar-99,Lead
4793,41812,11.0,Boonsri,11-Mar-99,Lead
4820,42187,10.0,Boonsri,11-Mar-99,Lead
4847,45799,7.0,Kohsoom,13-Mar-99,Lead
4878,46209,14.0,Chai,17-Mar-99,Lead
4909,46999,9.0,Chai,17-Mar-99,Lead
4939,47403,7.0,Chai,17-Mar-99,Lead
4969,48174,3.0,Somchair,19-Mar-99,Lead
4999,48942,6.0,Busarakhan,19-Mar-99,Lead
5029,50948,5.0,Kannika,24-Mar-99,Lead
5059,51365,15.0,Kannika,24-Mar-99,Lead
5087,52120,5.0,Kannika,24-Mar-99,Lead
5115,52524,6.0,Sakda,25-Mar-99,Lead
5146,52943,5.0,Sakda,25-Mar-99,Lead
5174,53704,5.0,Sakda,25-Mar-99,Lead
5201,41089,6.0,Boonsri,16-Apr-99,Lead
5228,41843,15.0,Boonsri,16-Apr-99,Lead
5254,42219,4.0,Boonsri,16-Apr-99,Lead
5282,45834,18.0,Kohsoom,22-Apr-99,Lead
5309,46246,22.0,Chai,22-Apr-99,Lead
5337,47034,23.0,Chai,22-Apr-99,Lead
5364,47439,37.0,Chai,22-Apr-99,Lead
5391,48208,16.0,Somchair,23-Apr-99,Lead
5417,48977,30.0,Busarakhan,23-Apr-99,Lead
5442,50984,25.0,Kannika,23-Apr-99,Lead
5467,51398,25.0,Kannika,23-Apr-99,Lead
5493,52154,39.0,Kannika,23-Apr-99,Lead
5520,52561,26.0,Sakda,26-Apr-99,Lead
5544,52976,35.0,Sakda,26-Apr-99,Lead
5569,53738,21.0,Sakda,26-Apr-99,Lead
5594,41122,17.0,Boonsri,13-May-99,Lead
5623,41874,17.0,Boonsri,13-May-99,Lead
5651,42253,13.0,Boonsri,13-May-99,Lead
5679,45866,11.0,Kohsoom,15-May-99,Lead
5707,46280,9.0,Chai,20-May-99,Lead
5735,47066,9.0,Chai,20-May-99,Lead
5763,47472,9.0,Chai,20-May-99,Lead
5792,52592,24.43,Sakda,26-May-99,Lead
5824,53007,18.52,Sakda,26-May-99,Lead
5855,53769,6.0,Sakda,26-May-99,Lead
5882,48238,16.0,Somchair,27-May-99,Lead
5909,49007,9.0,Busarakhan,27-May-99,Lead
5937,51015,22.0,Kannika,28-May-99,Lead
5965,51429,10.0,Kannika,28-May-99,Lead
5992,52187,12.0,Kannika,28-May-99,Lead
6020,41157,17.0,Boonsri,6-Jun-99,Lead
6045,41907,10.0,Boonsri,6-Jun-99,Lead
6070,42287,9.0,Boonsri,6-Jun-99,Lead
6094,45899,31.0,Kohsoom,18-Jun-99,Lead
6120,46314,21.0,Chai,19-Jun-99,Lead
6147,47099,25.0,Chai,19-Jun-99,Lead
6173,47506,20.0,Chai,19-Jun-99,Lead
6198,48269,28.0,Somchair,22-Jun-99,Lead
6220,49040,29.0,Busarakhan,22-Jun-99,Lead
6246,51049,34.0,Kannika,23-Jun-99,Lead
6273,51461,22.0,Kannika,23-Jun-99,Lead
6300,52221,22.0,Kannika,23-Jun-99,Lead
6326,52629,21.0,Sakda,25-Jun-99,Lead
6352,53043,24.0,Sakda,25-Jun-99,Lead
6379,53802,20.0,Sakda,25-Jun-99,Lead
6391,45912,41.38,Kohsoom,15-Jul-99,Lead
6398,46328,42.83,Chai,15-Jul-99,Lead
6405,48278,37.49,Somchair,15-Jul-99,Lead
6412,49053,37.04,Busarakhan,15-Jul-99,Lead
6419,51063,61.5,Kannika,15-Jul-99,Lead
6426,52642,36.2,Sakda,15-Jul-99,Lead
6447,41188,36.0,Boonsri,22-Jul-99,Lead
6473,41937,15.0,Boonsri,22-Jul-99,Lead
6499,42317,18.0,Boonsri,22-Jul-99,Lead
6525,46354,45.0,Chai,22-Jul-99,Lead
6551,47130,43.0,Chai,22-Jul-99,Lead
6577,47537,26.0,Chai,22-Jul-99,Lead
6603,45937,50.0,Kohsoom,24-Jul-99,Lead
6628,48303,30.0,Somchair,24-Jul-99,Lead
6654,49078,48.0,Busarakhan,24-Jul-99,Lead
6680,51089,44.0,Kannika,25-Jul-99,Lead
6706,51493,18.0,Kannika,25-Jul-99,Lead
6732,52253,33.0,Kannika,25-Jul-99,Lead
6759,53834,30.8,Sakda,26-Jul-99,Lead
6790,52668,47.0,Sakda,28-Jul-99,Lead
6816,53075,16.0,Sakda,28-Jul-99,Lead
6842,53871,28.0,Sakda,28-Jul-99,Lead
6854,45949,35.83,Kohsoom,15-Aug-99,Lead
6861,46367,38.72,Chai,15-Aug-99,Lead
6868,48316,54.03,Somchair,15-Aug-99,Lead
6875,49091,53.51,Busarakhan,15-Aug-99,Lead
6882,51102,34.92,Kannika,15-Aug-99,Lead
6889,52681,43.07,Sakda,15-Aug-99,Lead
6910,41220,32.0,Boonsri,19-Aug-99,Lead
6935,41968,35.0,Boonsri,19-Aug-99,Lead
6962,45974,25.0,Kohsoom,28-Aug-99,Lead
6987,46393,23.0,Chai,28-Aug-99,Lead
7013,47161,25.0,Chai,28-Aug-99,Lead
7039,47569,26.0,Chai,28-Aug-99,Lead
7065,48341,33.0,Somchair,29-Aug-99,Lead
7090,49116,20.0,Busarakhan,30-Aug-99,Lead
7115,51128,20.0,Kannika,30-Aug-99,Lead
7141,51524,21.0,Kannika,30-Aug-99,Lead
7167,52285,20.0,Kannika,30-Aug-99,Lead
7193,52707,21.0,Sakda,31-Aug-99,Lead
7219,53106,25.0,Sakda,31-Aug-99,Lead
7245,53903,19.0,Sakda,31-Aug-99,Lead
7271,41251,17.0,Boonsri,16-Sep-99,Lead
7300,41998,24.0,Boonsri,16-Sep-99,Lead
7331,46425,23.0,Chai,16-Sep-99,Lead
7357,47192,13.0,Chai,16-Sep-99,Lead
7383,47601,33.0,Chai,16-Sep-99,Lead
7409,46004,28.0,Kohsoom,18-Sep-99,Lead
7435,48371,45.0,Somchair,18-Sep-99,Lead
7461,49146,17.0,Busarakhan,18-Sep-99,Lead
7487,51160,27.0,Kannika,19-Sep-99,Lead
7513,51555,13.0,Kannika,19-Sep-99,Lead
7539,52317,33.0,Kannika,19-Sep-99,Lead
7565,52739,14.0,Sakda,21-Sep-99,Lead
7591,53137,24.0,Sakda,21-Sep-99,Lead
7617,53935,25.0,Sakda,21-Sep-99,Lead
7643,41286,18.0,Boonsri,10-Oct-99,Lead
7671,42032,23.0,Boonsri,10-Oct-99,Lead
7701,46035,87.0,Kohsoom,20-Oct-99,Lead
7729,46457,36.0,Chai,21-Oct-99,Lead
7755,47223,25.0,Chai,21-Oct-99,Lead
7784,47633,20.0,Chai,21-Oct-99,Lead
7811,48402,21.0,Somchair,21-Oct-99,Lead
7839,49177,31.0,Busarakhan,22-Oct-99,Lead
7867,51192,36.0,Kannika,22-Oct-99,Lead
7896,51586,38.0,Kannika,22-Oct-99,Lead
7925,52349,51.0,Kannika,22-Oct-99,Lead
7954,52771,24.0,Sakda,23-Oct-99,Lead
7983,53168,37.0,Sakda,23-Oct-99,Lead
8012,53967,29.0,Sakda,23-Oct-99,Lead
8041,41320,40.0,Boonsri,5-Nov-99,Lead
8067,42065,26.0,Boonsri,5-Nov-99,Lead
8095,46068,47.0,Kohsoom,7-Nov-99,Lead
8120,46489,51.0,Chai,18-Nov-99,Lead
8149,47257,31.0,Chai,18-Nov-99,Lead
8178,47666,36.0,Chai,18-Nov-99,Lead
8207,48435,57.0,Somchair,20-Nov-99,Lead
8236,49210,23.0,Busarakhan,20-Nov-99,Lead
8265,51227,24.0,Kannika,26-Nov-99,Lead
8294,51620,16.0,Kannika,26-Nov-99,Lead
8323,52384,24.0,Kannika,26-Nov-99,Lead
8352,52806,16.0,Sakda,26-Nov-99,Lead
8381,53202,23.0,Sakda,26-Nov-99,Lead
8410,54002,15.0,Sakda,26-Nov-99,Lead
8439,41352,21.0,Boonsri,9-Dec-99,Lead
8464,42096,20.0,Boonsri,9-Dec-99,Lead
8492,46524,28.0,Chai,9-Dec-99,Lead
8521,47291,48.0,Chai,9-Dec-99,Lead
8550,47701,34.0,Chai,9-Dec-99,Lead
8579,48469,34.0,Somchair,10-Dec-99,Lead
8608,49244,19.0,Busarakhan,10-Dec-99,Lead
8637,46098,40.0,Kohsoom,11-Dec-99,Lead
8663,52841,27.0,Sakda,15-Dec-99,Lead
8692,53236,41.0,Sakda,15-Dec-99,Lead
8721,54037,57.0,Sakda,15-Dec-99,Lead
8750,51262,35.0,Kannika,16-Dec-99,Lead
8779,51654,25.0,Kannika,16-Dec-99,Lead
8808,52419,21.0,Kannika,16-Dec-99,Lead
8840,97495,76.96,Boonsri,14-Jan-00,Lead
8872,98287,79.32,Boonsri,14-Jan-00,Lead
8901,104639,25.58,Chai,14-Jan-00,Lead
8932,105442,26.73,Chai,14-Jan-00,Lead
8963,106234,55.58,Chai,14-Jan-00,Lead
8994,107024,40.82,Somchair,15-Jan-00,Lead
9025,107831,14.59,Busarakhan,15-Jan-00,Lead
9056,103831,26.4,Kohsoom,16-Jan-00,Lead
9085,110668,15.12,Kannika,19-Jan-00,Lead
9116,111469,18.17,Kannika,19-Jan-00,Lead
9147,112266,11.27,Kannika,19-Jan-00,Lead
9178,113065,16.38,Sakda,19-Jan-00,Lead
9209,113866,17.83,Sakda,19-Jan-00,Lead
9240,114661,20.69,Sakda,19-Jan-00,Lead
9271,96737,20.1,Boonsri,10-Feb-00,Lead
9303,97533,25.01,Boonsri,10-Feb-00,Lead
9335,98322,17.17,Boonsri,10-Feb-00,Lead
9367,103866,33.61,Kohsoom,12-Feb-00,Lead
9399,104676,37.24,Chai,18-Feb-00,Lead
9430,105479,38.87,Chai,18-Feb-00,Lead
9461,106271,41.06,Chai,18-Feb-00,Lead
9492,110705,19.5,Kannika,18-Feb-00,Lead
9523,111506,19.07,Kannika,18-Feb-00,Lead
9554,112303,37.67,Kannika,18-Feb-00,Lead
9585,107061,41.9,Somchair,19-Feb-00,Lead
9616,107868,17.24,Busarakhan,19-Feb-00,Lead
9647,113102,19.19,Sakda,19-Feb-00,Lead
9678,113903,19.85,Sakda,19-Feb-00,Lead
9709,114698,50.91,Sakda,19-Feb-00,Lead
9740,96775,181.1,Boonsri,10-Mar-00,Lead
9772,97571,123.8,Boonsri,10-Mar-00,Lead
9801,98360,45.8,Boonsri,10-Mar-00,Lead
9830,103904,74.62,Kohsoom,12-Mar-00,Lead
9862,104713,68.46,Chai,18-Mar-00,Lead
9894,105516,77.55,Chai,18-Mar-00,Lead
9926,106308,149.1,Chai,18-Mar-00,Lead
9958,107098,144.7,Somchair,19-Mar-00,Lead
9990,107905,3.69,Busarakhan,19-Mar-00,Lead
10022,113139,77.75,Sakda,23-Mar-00,Lead
10054,113940,54.52,Sakda,23-Mar-00,Lead
10086,114735,61.61,Sakda,23-Mar-00,Lead
10118,110742,63.39,Kannika,24-Mar-00,Lead
10150,111543,76.72,Kannika,24-Mar-00,Lead
10182,112340,33.09,Kannika,24-Mar-00,Lead
10214,96813,15.0,Boonsri,14-Apr-00,Lead
10247,97606,15.0,Boonsri,14-Apr-00,Lead
10280,98395,15.0,Boonsri,14-Apr-00,Lead
10313,103942,77.0,Kohsoom,16-Apr-00,Lead
10346,104751,10.0,Chai,28-Apr-00,Lead
10378,105554,10.0,Chai,28-Apr-00,Lead
10410,106346,9.0,Chai,28-Apr-00,Lead
10443,107136,47.0,Somchair,28-Apr-00,Lead
10475,107943,33.0,Busarakhan,29-Apr-00,Lead
10508,110780,17.0,Kannika,29-Apr-00,Lead
10540,111581,14.0,Kannika,29-Apr-00,Lead
10572,112378,29.0,Kannika,29-Apr-00,Lead
10604,113177,16.0,Sakda,29-Apr-00,Lead
10637,113978,18.0,Sakda,29-Apr-00,Lead
10670,114773,16.0,Sakda,29-Apr-00,Lead
10702,96852,17.52,Boonsri,12-May-00,Lead
10733,97645,40.94,Boonsri,12-May-00,Lead
10763,98434,35.5,Boonsri,12-May-00,Lead
10793,103981,29.65,Kohsoom,14-May-00,Lead
10825,104788,25.67,Chai,19-May-00,Lead
10857,105592,16.28,Chai,19-May-00,Lead
10889,106384,15.53,Chai,19-May-00,Lead
10921,107174,30.52,Somchair,20-May-00,Lead
10953,113216,24.43,Sakda,26-May-00,Lead
10985,114017,18.52,Sakda,26-May-00,Lead
11017,114811,30.8,Sakda,26-May-00,Lead
11049,107982,33.76,Busarakhan,27-May-00,Lead
11081,110818,16.24,Kannika,27-May-00,Lead
11113,111619,16.33,Kannika,27-May-00,Lead
11145,112415,16.33,Kannika,27-May-00,Lead
11177,96889,17.0,Boonsri,9-Jun-00,Lead
11210,97681,24.0,Boonsri,9-Jun-00,Lead
11243,98470,20.0,Boonsri,9-Jun-00,Lead
11276,113254,21.0,Sakda,24-Jun-00,Lead
11306,114055,15.0,Sakda,24-Jun-00,Lead
11336,114849,18.0,Sakda,24-Jun-00,Lead
11366,110856,25.0,Kannika,25-Jun-00,Lead
11396,111657,18.0,Kannika,25-Jun-00,Lead
11426,112453,15.0,Kannika,25-Jun-00,Lead
11456,108020,20.0,Busarakhan,26-Jun-00,Lead
11486,107212,50.05,Somchair,27-Jun-00,Lead
11516,104826,27.0,Chai,28-Jun-00,Lead
11546,105630,26.0,Chai,28-Jun-00,Lead
11578,106422,31.0,Chai,28-Jun-00,Lead
11610,104019,39.0,Kohsoom,29-Jun-00,Lead
11642,96928,18.0,Boonsri,14-Jul-00,Lead
11671,97720,22.0,Boonsri,14-Jul-00,Lead
11700,98509,18.0,Boonsri,14-Jul-00,Lead
11714,104037,24.32,Kohsoom,15-Jul-00,Lead
11720,104842,20.9,Chai,15-Jul-00,Lead
11726,107228,22.2,Somchair,15-Jul-00,Lead
11732,108036,20.2,Busarakhan,15-Jul-00,Lead
11738,112469,46.22,Kannika,15-Jul-00,Lead
11744,114865,35.64,Sakda,15-Jul-00,Lead
11765,104063,39.05,Kohsoom,16-Jul-00,Lead
11794,104867,34.0,Chai,21-Jul-00,Lead
11822,105668,20.0,Chai,21-Jul-00,Lead
11848,106459,26.0,Chai,21-Jul-00,Lead
11876,107254,30.0,Somchair,27-Jul-00,Lead
11904,108062,24.0,Busarakhan,28-Jul-00,Lead
11932,110891,20.0,Kannika,28-Jul-00,Lead
11961,111693,16.0,Kannika,28-Jul-00,Lead
11990,112494,32.0,Kannika,28-Jul-00,Lead
12019,113289,23.0,Sakda,29-Jul-00,Lead
12048,114091,30.0,Sakda,29-Jul-00,Lead
12077,114890,17.0,Sakda,29-Jul-00,Lead
12091,104078,12.0,Kohsoom,15-Aug-00,Lead
12097,104883,91.0,Chai,15-Aug-00,Lead
12103,107268,30.0,Somchair,15-Aug-00,Lead
12109,108076,17.0,Busarakhan,15-Aug-00,Lead
12115,110906,12.0,Kannika,15-Aug-00,Lead
12121,113304,10.5,Sakda,15-Aug-00,Lead
12142,96963,82.0,Boonsri,17-Aug-00,Lead
12171,97755,31.0,Boonsri,17-Aug-00,Lead
12200,98544,17.0,Boonsri,17-Aug-00,Lead
12229,104104,96.0,Kohsoom,25-Aug-00,Lead
12259,104909,58.0,Chai,26-Aug-00,Lead
12288,105700,49.0,Chai,26-Aug-00,Lead
12317,106491,25.0,Chai,26-Aug-00,Lead
12347,107294,93.0,Somchair,27-Aug-00,Lead
12375,108102,51.0,Busarakhan,28-Aug-00,Lead
12405,110932,38.0,Kannika,28-Aug-00,Lead
12434,111728,42.0,Kannika,28-Aug-00,Lead
12463,112529,36.0,Kannika,28-Aug-00,Lead
12492,113330,39.0,Sakda,29-Aug-00,Lead
12521,114126,45.0,Sakda,29-Aug-00,Lead
12550,114925,47.0,Sakda,29-Aug-00,Lead
12579,96997,19.0,Boonsri,8-Sep-00,Lead
12607,97790,62.0,Boonsri,8-Sep-00,Lead
12635,98578,37.0,Boonsri,8-Sep-00,Lead
12663,104140,33.0,Kohsoom,10-Sep-00,Lead
12692,113365,12.0,Sakda,21-Sep-00,Lead
12720,114160,25.0,Sakda,21-Sep-00,Lead
12748,114959,47.0,Sakda,21-Sep-00,Lead
12776,104943,51.0,Chai,23-Sep-00,Lead
12805,105735,40.0,Chai,23-Sep-00,Lead
12834,106526,10.0,Chai,23-Sep-00,Lead
12860,110966,15.0,Kannika,23-Sep-00,Lead
12888,111763,12.0,Kannika,23-Sep-00,Lead
12917,112563,11.0,Kannika,23-Sep-00,Lead
12945,107328,12.0,Somchair,24-Sep-00,Lead
12974,108138,38.0,Busarakhan,24-Sep-00,Lead
13003,97031,13.0,Boonsri,6-Oct-00,Lead
13032,97824,11.0,Boonsri,6-Oct-00,Lead
13061,98612,15.0,Boonsri,6-Oct-00,Lead
13090,104175,16.0,Kohsoom,15-Oct-00,Lead
13119,104978,20.0,Chai,16-Oct-00,Lead
13148,105770,18.0,Chai,16-Oct-00,Lead
13177,106558,23.0,Chai,16-Oct-00,Lead
13205,107363,27.0,Somchair,17-Oct-00,Lead
13234,108173,66.0,Busarakhan,18-Oct-00,Lead
13262,111000,22.0,Kannika,18-Oct-00,Lead
13292,111798,28.0,Kannika,18-Oct-00,Lead
13321,112597,16.0,Kannika,18-Oct-00,Lead
13350,113399,20.0,Sakda,19-Oct-00,Lead
13379,114194,33.0,Sakda,19-Oct-00,Lead
13408,114993,11.0,Sakda,19-Oct-00,Lead
13437,97066,16.0,Boonsri,10-Nov-00,Lead
13465,97859,14.0,Boonsri,10-Nov-00,Lead
13492,98647,20.0,Boonsri,10-Nov-00,Lead
13519,104209,17.0,Kohsoom,12-Nov-00,Lead
13547,105013,15.0,Chai,18-Nov-00,Lead
13575,105805,10.0,Chai,18-Nov-00,Lead
13603,106592,18.0,Chai,18-Nov-00,Lead
13630,107398,18.0,Somchair,23-Nov-00,Lead
13658,113434,17.0,Sakda,23-Nov-00,Lead
13686,114229,6.0,Sakda,23-Nov-00,Lead
13714,115028,14.0,Sakda,23-Nov-00,Lead
13742,108207,15.0,Busarakhan,24-Nov-00,Lead
13769,111036,9.0,Kannika,25-Nov-00,Lead
13797,111833,19.0,Kannika,25-Nov-00,Lead
13825,112632,14.0,Kannika,25-Nov-00,Lead
13853,105047,15.0,Chai,3-Dec-00,Lead
13881,105839,13.0,Chai,3-Dec-00,Lead
13909,106625,24.0,Chai,3-Dec-00,Lead
13937,107432,41.0,Somchair,4-Dec-00,Lead
13965,108240,18.0,Busarakhan,4-Dec-00,Lead
13993,97100,12.0,Boonsri,8-Dec-00,Lead
14021,97892,20.0,Boonsri,8-Dec-00,Lead
14049,98680,13.0,Boonsri,8-Dec-00,Lead
14077,104243,16.0,Kohsoom,10-Dec-00,Lead
14106,111070,15.0,Kannika,30-Dec-00,Lead
14134,111867,13.0,Kannika,30-Dec-00,Lead
14162,112666,12.0,Kannika,30-Dec-00,Lead
14190,113468,14.0,Sakda,30-Dec-00,Lead
14218,114263,19.0,Sakda,30-Dec-00,Lead
14246,115062,13.0,Sakda,30-Dec-00,Lead
14274,166047,3.0,Chai,16-Jan-01,Lead
14303,166766,3.0,Chai,16-Jan-01,Lead
14332,167482,7.0,Chai,16-Jan-01,Lead
14361,168198,5.0,Somchair,17-Jan-01,Lead
14388,168905,2.0,Busarakhan,17-Jan-01,Lead
14473,173723,3.0,Sakda,25-Jan-01,Lead
14503,174469,3.0,Sakda,25-Jan-01,Lead
14533,175215,4.0,Sakda,25-Jan-01,Lead
14563,171494,3.0,Kannika,27-Jan-01,Lead
14593,172238,3.0,Kannika,27-Jan-01,Lead
14623,172981,2.0,Kannika,27-Jan-01,Lead
14653,165294,3.0,Kohsoom,28-Jan-01,Lead
14684,166081,3.0,Chai,17-Feb-01,Lead
14716,166800,3.0,Chai,17-Feb-01,Lead
14748,167516,8.0,Chai,17-Feb-01,Lead
14780,165330,3.0,Kohsoom,18-Feb-01,Lead
14811,168230,4.0,Somchair,18-Feb-01,Lead
14843,168938,2.0,Busarakhan,18-Feb-01,Lead
14875,173758,3.0,Sakda,22-Feb-01,Lead
14907,174504,3.0,Sakda,22-Feb-01,Lead
