,id,value,location,sample date,measure
1522,6553,3.59,Somchair,29-Jun-98,Cadmium
1555,8516,0.9,Kannika,29-Jun-98,Cadmium
1588,8997,0.5,Kannika,29-Jun-98,Cadmium
1621,9480,0.55,Kannika,29-Jun-98,Cadmium
1654,9928,0.35,Sakda,30-Jun-98,Cadmium
1688,2487,0.0,Boonsri,11-Jul-98,Cadmium
1720,2849,0.0,Boonsri,11-Jul-98,Cadmium
1753,5310,0.0,Chai,23-Jul-98,Cadmium
1785,5794,0.0,Chai,23-Jul-98,Cadmium
1817,6272,0.0,Chai,23-Jul-98,Cadmium
1849,8557,0.0,Kannika,26-Jul-98,Cadmium
1881,9038,0.0,Kannika,26-Jul-98,Cadmium
1913,9521,0.0,Kannika,26-Jul-98,Cadmium
1945,2527,0.62,Boonsri,8-Aug-98,Cadmium
1977,2890,0.58,Boonsri,8-Aug-98,Cadmium
1995,5331,0.9,Chai,15-Aug-98,Cadmium
2001,8578,0.65,Kannika,15-Aug-98,Cadmium
2007,9742,0.45,Sakda,15-Aug-98,Cadmium
2027,4912,0.19,Kohsoom,22-Aug-98,Cadmium
2059,5356,0.87,Chai,23-Aug-98,Cadmium
2091,5834,0.39,Chai,23-Aug-98,Cadmium
2123,6312,0.11,Chai,23-Aug-98,Cadmium
2155,6594,0.52,Somchair,24-Aug-98,Cadmium
2187,8603,1.2,Kannika,25-Aug-98,Cadmium
2219,9078,2.58,Kannika,25-Aug-98,Cadmium
2251,9561,1.18,Kannika,25-Aug-98,Cadmium
2283,9970,1.12,Sakda,26-Aug-98,Cadmium
2315,2567,0.0,Boonsri,5-Sep-98,Cadmium
2347,2930,0.0,Boonsri,5-Sep-98,Cadmium
2379,8643,0.0,Kannika,20-Sep-98,Cadmium
2411,9118,0.0,Kannika,20-Sep-98,Cadmium
2443,9601,0.0,Kannika,20-Sep-98,Cadmium
2475,5396,0.0,Chai,27-Sep-98,Cadmium
2507,5874,0.0,Chai,27-Sep-98,Cadmium
2539,6352,0.0,Chai,27-Sep-98,Cadmium
2571,4952,0.0,Kohsoom,1-Oct-98,Cadmium
2603,2607,0.86,Boonsri,3-Oct-98,Cadmium
2635,2970,0.53,Boonsri,3-Oct-98,Cadmium
2667,8683,0.27,Kannika,23-Oct-98,Cadmium
2699,9158,0.79,Kannika,23-Oct-98,Cadmium
2731,9641,0.66,Kannika,23-Oct-98,Cadmium
2763,9767,0.29,Sakda,24-Oct-98,Cadmium
2795,10010,0.18,Sakda,24-Oct-98,Cadmium
2827,10130,0.16,Sakda,24-Oct-98,Cadmium
2859,6754,0.32,Busarakhan,29-Oct-98,Cadmium
2891,5436,0.33,Chai,30-Oct-98,Cadmium
2923,5914,0.17,Chai,30-Oct-98,Cadmium
2955,6392,0.59,Chai,30-Oct-98,Cadmium
2987,6634,0.99,Somchair,30-Oct-98,Cadmium
3019,2647,0.0,Boonsri,7-Nov-98,Cadmium
3051,3010,0.0,Boonsri,7-Nov-98,Cadmium
3083,4992,2.5,Kohsoom,14-Nov-98,Cadmium
3115,8723,1.0,Kannika,20-Nov-98,Cadmium
3147,9198,0.79,Kannika,20-Nov-98,Cadmium
3179,9681,0.66,Kannika,20-Nov-98,Cadmium
3211,9807,0.06,Sakda,20-Nov-98,Cadmium
3243,10050,0.05,Sakda,20-Nov-98,Cadmium
3275,10170,0.02,Sakda,20-Nov-98,Cadmium
3307,5476,0.53,Chai,26-Nov-98,Cadmium
3339,5954,0.42,Chai,26-Nov-98,Cadmium
3371,6432,0.37,Chai,26-Nov-98,Cadmium
3403,6674,0.24,Somchair,28-Nov-98,Cadmium
3435,6794,0.32,Busarakhan,28-Nov-98,Cadmium
3467,2687,0.0,Boonsri,5-Dec-98,Cadmium
3499,3050,0.0,Boonsri,5-Dec-98,Cadmium
3531,9847,0.08,Sakda,10-Dec-98,Cadmium
3563,10090,0.06,Sakda,10-Dec-98,Cadmium
3595,10210,0.04,Sakda,10-Dec-98,Cadmium
3627,5032,1.47,Kohsoom,13-Dec-98,Cadmium
3657,8757,0.12,Kannika,17-Dec-98,Cadmium
3688,9238,0.08,Kannika,17-Dec-98,Cadmium
3720,9721,0.31,Kannika,17-Dec-98,Cadmium
3752,5516,0.97,Chai,18-Dec-98,Cadmium
3784,5994,0.34,Chai,18-Dec-98,Cadmium
3816,6472,1.46,Chai,18-Dec-98,Cadmium
3848,6714,0.31,Somchair,19-Dec-98,Cadmium
3880,6834,0.23,Busarakhan,19-Dec-98,Cadmium
3932,41749,4.4,Boonsri,9-Jan-99,Cadmium
3977,45738,6.68,Kohsoom,16-Jan-99,Cadmium
4004,52456,0.62,Sakda,16-Jan-99,Cadmium
4031,52877,0.24,Sakda,16-Jan-99,Cadmium
4058,53638,0.38,Sakda,16-Jan-99,Cadmium
4085,50881,0.42,Kannika,21-Jan-99,Cadmium
4112,51298,0.66,Kannika,21-Jan-99,Cadmium
4140,52055,0.59,Kannika,21-Jan-99,Cadmium
4167,48102,1.57,Somchair,27-Jan-99,Cadmium
4198,48870,2.29,Busarakhan,27-Jan-99,Cadmium
4229,46132,1.36,Chai,30-Jan-99,Cadmium
4261,46924,2.96,Chai,30-Jan-99,Cadmium
4293,47328,1.82,Chai,30-Jan-99,Cadmium
4324,41020,8.61,Boonsri,11-Feb-99,Cadmium
4353,41779,23.99,Boonsri,11-Feb-99,Cadmium
4382,42154,2.62,Boonsri,11-Feb-99,Cadmium
4410,45770,6.68,Kohsoom,13-Feb-99,Cadmium
4436,46171,0.38,Chai,18-Feb-99,Cadmium
4468,46962,1.0,Chai,18-Feb-99,Cadmium
4500,47366,1.0,Chai,18-Feb-99,Cadmium
4530,48138,1.78,Somchair,20-Feb-99,Cadmium
4560,48906,26.5,Busarakhan,20-Feb-99,Cadmium
4591,50914,8.62,Kannika,26-Feb-99,Cadmium
4620,51332,1.0,Kannika,26-Feb-99,Cadmium
4648,52087,13.27,Kannika,26-Feb-99,Cadmium
4676,52489,1.0,Sakda,27-Feb-99,Cadmium
4706,52909,1.0,Sakda,27-Feb-99,Cadmium
4736,53671,1.0,Sakda,27-Feb-99,Cadmium
4764,41055,1.0,Boonsri,11-Mar-99,Cadmium
4794,41813,7.6,Boonsri,11-Mar-99,Cadmium
4821,42188,1.8,Boonsri,11-Mar-99,Cadmium
4848,45800,13.27,Kohsoom,13-Mar-99,Cadmium
4879,46210,1.46,Chai,17-Mar-99,Cadmium
4910,47000,1.27,Chai,17-Mar-99,Cadmium
4940,47404,1.0,Chai,17-Mar-99,Cadmium
4970,48175,1.0,Somchair,19-Mar-99,Cadmium
5000,48943,1.0,Busarakhan,19-Mar-99,Cadmium
5030,50949,1.0,Kannika,24-Mar-99,Cadmium
5060,51366,1.0,Kannika,24-Mar-99,Cadmium
5088,52121,1.0,Kannika,24-Mar-99,Cadmium
5116,52525,1.0,Sakda,25-Mar-99,Cadmium
5147,52944,1.0,Sakda,25-Mar-99,Cadmium
5175,53705,1.0,Sakda,25-Mar-99,Cadmium
5202,41090,1.9,Boonsri,16-Apr-99,Cadmium
5229,41844,0.0,Boonsri,16-Apr-99,Cadmium
5255,42220,0.0,Boonsri,16-Apr-99,Cadmium
5283,45835,0.0,Kohsoom,22-Apr-99,Cadmium
5310,46247,0.0,Chai,22-Apr-99,Cadmium
5338,47035,0.0,Chai,22-Apr-99,Cadmium
5365,47440,0.0,Chai,22-Apr-99,Cadmium
5392,48209,0.11,Somchair,23-Apr-99,Cadmium
5418,48978,0.0,Busarakhan,23-Apr-99,Cadmium
5443,50985,0.0,Kannika,23-Apr-99,Cadmium
5468,51399,0.0,Kannika,23-Apr-99,Cadmium
5494,52155,0.0,Kannika,23-Apr-99,Cadmium
5521,52562,0.0,Sakda,26-Apr-99,Cadmium
5545,52977,0.0,Sakda,26-Apr-99,Cadmium
5570,53739,0.0,Sakda,26-Apr-99,Cadmium
5595,41123,10.97,Boonsri,13-May-99,Cadmium
5624,41875,2.13,Boonsri,13-May-99,Cadmium
5652,42254,2.4,Boonsri,13-May-99,Cadmium
5680,45867,0.14,Kohsoom,15-May-99,Cadmium
5708,46281,0.38,Chai,20-May-99,Cadmium
5736,47067,0.1,Chai,20-May-99,Cadmium
5764,47473,0.28,Chai,20-May-99,Cadmium
5793,52593,25.86,Sakda,26-May-99,Cadmium
5825,53008,11.67,Sakda,26-May-99,Cadmium
5856,53770,0.21,Sakda,26-May-99,Cadmium
5883,48239,0.23,Somchair,27-May-99,Cadmium
5910,49008,0.16,Busarakhan,27-May-99,Cadmium
5938,51016,0.27,Kannika,28-May-99,Cadmium
5966,51430,0.18,Kannika,28-May-99,Cadmium
5993,52188,0.27,Kannika,28-May-99,Cadmium
6021,41158,1.21,Boonsri,6-Jun-99,Cadmium
6046,41908,1.37,Boonsri,6-Jun-99,Cadmium
6071,42288,1.29,Boonsri,6-Jun-99,Cadmium
6095,45900,0.75,Kohsoom,18-Jun-99,Cadmium
6121,46315,1.06,Chai,19-Jun-99,Cadmium
6148,47100,0.94,Chai,19-Jun-99,Cadmium
6174,47507,1.43,Chai,19-Jun-99,Cadmium
6199,48270,3.56,Somchair,22-Jun-99,Cadmium
6221,49041,5.56,Busarakhan,22-Jun-99,Cadmium
6247,51050,8.47,Kannika,23-Jun-99,Cadmium
6274,51462,8.47,Kannika,23-Jun-99,Cadmium
6301,52222,7.07,Kannika,23-Jun-99,Cadmium
6327,52630,8.47,Sakda,25-Jun-99,Cadmium
6353,53044,7.78,Sakda,25-Jun-99,Cadmium
6380,53803,5.26,Sakda,25-Jun-99,Cadmium
6392,45913,0.65,Kohsoom,15-Jul-99,Cadmium
6399,46329,0.12,Chai,15-Jul-99,Cadmium
6406,48279,0.59,Somchair,15-Jul-99,Cadmium
6413,49054,0.56,Busarakhan,15-Jul-99,Cadmium
6420,51064,0.56,Kannika,15-Jul-99,Cadmium
6427,52643,1.59,Sakda,15-Jul-99,Cadmium
6448,41189,1.41,Boonsri,22-Jul-99,Cadmium
6474,41938,1.06,Boonsri,22-Jul-99,Cadmium
6500,42318,1.16,Boonsri,22-Jul-99,Cadmium
6526,46355,0.83,Chai,22-Jul-99,Cadmium
6552,47131,0.83,Chai,22-Jul-99,Cadmium
6578,47538,0.83,Chai,22-Jul-99,Cadmium
6604,45938,2.28,Kohsoom,24-Jul-99,Cadmium
6629,48304,0.83,Somchair,24-Jul-99,Cadmium
6655,49079,1.1,Busarakhan,24-Jul-99,Cadmium
6681,51090,0.55,Kannika,25-Jul-99,Cadmium
6707,51494,2.38,Kannika,25-Jul-99,Cadmium
6733,52254,1.94,Kannika,25-Jul-99,Cadmium
6760,53835,25.86,Sakda,26-Jul-99,Cadmium
6791,52669,1.38,Sakda,28-Jul-99,Cadmium
6817,53076,1.15,Sakda,28-Jul-99,Cadmium
6843,53872,1.37,Sakda,28-Jul-99,Cadmium
6855,45950,0.52,Kohsoom,15-Aug-99,Cadmium
6862,46368,0.72,Chai,15-Aug-99,Cadmium
6869,48317,1.71,Somchair,15-Aug-99,Cadmium
6876,49092,3.27,Busarakhan,15-Aug-99,Cadmium
6883,51103,0.39,Kannika,15-Aug-99,Cadmium
6890,52682,0.93,Sakda,15-Aug-99,Cadmium
6911,41221,0.75,Boonsri,19-Aug-99,Cadmium
6936,41969,0.78,Boonsri,19-Aug-99,Cadmium
6963,45975,1.5,Kohsoom,28-Aug-99,Cadmium
6988,46394,1.17,Chai,28-Aug-99,Cadmium
7014,47162,1.24,Chai,28-Aug-99,Cadmium
7040,47570,0.95,Chai,28-Aug-99,Cadmium
7066,48342,4.53,Somchair,29-Aug-99,Cadmium
7091,49117,1.64,Busarakhan,30-Aug-99,Cadmium
7116,51129,1.52,Kannika,30-Aug-99,Cadmium
7142,51525,1.87,Kannika,30-Aug-99,Cadmium
7168,52286,1.54,Kannika,30-Aug-99,Cadmium
7194,52708,1.11,Sakda,31-Aug-99,Cadmium
7220,53107,1.14,Sakda,31-Aug-99,Cadmium
7246,53904,1.29,Sakda,31-Aug-99,Cadmium
7272,41252,0.59,Boonsri,16-Sep-99,Cadmium
7301,41999,0.77,Boonsri,16-Sep-99,Cadmium
7332,46426,1.07,Chai,16-Sep-99,Cadmium
7358,47193,1.82,Chai,16-Sep-99,Cadmium
7384,47602,1.22,Chai,16-Sep-99,Cadmium
7410,46005,3.02,Kohsoom,18-Sep-99,Cadmium
7436,48372,1.87,Somchair,18-Sep-99,Cadmium
7462,49147,1.15,Busarakhan,18-Sep-99,Cadmium
7488,51161,1.02,Kannika,19-Sep-99,Cadmium
7514,51556,0.93,Kannika,19-Sep-99,Cadmium
7540,52318,0.89,Kannika,19-Sep-99,Cadmium
7566,52740,0.73,Sakda,21-Sep-99,Cadmium
7592,53138,0.68,Sakda,21-Sep-99,Cadmium
7618,53936,0.93,Sakda,21-Sep-99,Cadmium
7644,41287,0.79,Boonsri,10-Oct-99,Cadmium
7672,42033,0.9,Boonsri,10-Oct-99,Cadmium
7702,46036,1.17,Kohsoom,20-Oct-99,Cadmium
7730,46458,1.26,Chai,21-Oct-99,Cadmium
7756,47224,1.29,Chai,21-Oct-99,Cadmium
7785,47634,1.28,Chai,21-Oct-99,Cadmium
7812,48403,1.02,Somchair,21-Oct-99,Cadmium
7840,49178,1.22,Busarakhan,22-Oct-99,Cadmium
7868,51193,1.23,Kannika,22-Oct-99,Cadmium
7897,51587,1.38,Kannika,22-Oct-99,Cadmium
7926,52350,1.36,Kannika,22-Oct-99,Cadmium
7955,52772,1.48,Sakda,23-Oct-99,Cadmium
7984,53169,1.52,Sakda,23-Oct-99,Cadmium
8013,53968,1.35,Sakda,23-Oct-99,Cadmium
8042,41321,2.52,Boonsri,5-Nov-99,Cadmium
8068,42066,1.13,Boonsri,5-Nov-99,Cadmium
8096,46069,5.07,Kohsoom,7-Nov-99,Cadmium
8121,46490,6.62,Chai,18-Nov-99,Cadmium
8150,47258,5.31,Chai,18-Nov-99,Cadmium
8179,47667,5.99,Chai,18-Nov-99,Cadmium
8208,48436,3.81,Somchair,20-Nov-99,Cadmium
8237,49211,4.17,Busarakhan,20-Nov-99,Cadmium
8266,51228,2.5,Kannika,26-Nov-99,Cadmium
8295,51621,0.8,Kannika,26-Nov-99,Cadmium
8324,52385,2.3,Kannika,26-Nov-99,Cadmium
8353,52807,1.24,Sakda,26-Nov-99,Cadmium
8382,53203,2.33,Sakda,26-Nov-99,Cadmium
8411,54003,1.97,Sakda,26-Nov-99,Cadmium
8465,42097,17.83,Boonsri,9-Dec-99,Cadmium
8493,46525,3.87,Chai,9-Dec-99,Cadmium
8522,47292,3.33,Chai,9-Dec-99,Cadmium
8551,47702,5.43,Chai,9-Dec-99,Cadmium
8580,48470,3.69,Somchair,10-Dec-99,Cadmium
8609,49245,2.26,Busarakhan,10-Dec-99,Cadmium
8638,46099,9.53,Kohsoom,11-Dec-99,Cadmium
8664,52842,2.78,Sakda,15-Dec-99,Cadmium
8693,53237,8.0,Sakda,15-Dec-99,Cadmium
8722,54038,2.44,Sakda,15-Dec-99,Cadmium
8751,51263,3.89,Kannika,16-Dec-99,Cadmium
8780,51655,1.37,Kannika,16-Dec-99,Cadmium
8809,52420,4.43,Kannika,16-Dec-99,Cadmium
8841,97496,0.77,Boonsri,14-Jan-00,Cadmium
8873,98288,0.59,Boonsri,14-Jan-00,Cadmium
8902,104640,1.05,Chai,14-Jan-00,Cadmium
8933,105443,0.78,Chai,14-Jan-00,Cadmium
8964,106235,0.99,Chai,14-Jan-00,Cadmium
8995,107025,1.92,Somchair,15-Jan-00,Cadmium
9026,107832,0.83,Busarakhan,15-Jan-00,Cadmium
9057,103832,1.34,Kohsoom,16-Jan-00,Cadmium
9086,110669,0.06,Kannika,19-Jan-00,Cadmium
9117,111470,0.05,Kannika,19-Jan-00,Cadmium
9148,112267,0.09,Kannika,19-Jan-00,Cadmium
9179,113066,0.18,Sakda,19-Jan-00,Cadmium
9210,113867,0.33,Sakda,19-Jan-00,Cadmium
9241,114662,0.25,Sakda,19-Jan-00,Cadmium
9272,96738,1.45,Boonsri,10-Feb-00,Cadmium
9304,97534,2.29,Boonsri,10-Feb-00,Cadmium
9336,98323,0.53,Boonsri,10-Feb-00,Cadmium
9368,103867,1.5,Kohsoom,12-Feb-00,Cadmium
9400,104677,1.71,Chai,18-Feb-00,Cadmium
9431,105480,2.33,Chai,18-Feb-00,Cadmium
9462,106272,3.39,Chai,18-Feb-00,Cadmium
9493,110706,0.41,Kannika,18-Feb-00,Cadmium
9524,111507,0.46,Kannika,18-Feb-00,Cadmium
9555,112304,1.26,Kannika,18-Feb-00,Cadmium
9586,107062,2.32,Somchair,19-Feb-00,Cadmium
9617,107869,1.12,Busarakhan,19-Feb-00,Cadmium
9648,113103,0.84,Sakda,19-Feb-00,Cadmium
9679,113904,0.62,Sakda,19-Feb-00,Cadmium
9710,114699,1.88,Sakda,19-Feb-00,Cadmium
9741,96776,0.12,Boonsri,10-Mar-00,Cadmium
9773,97572,0.29,Boonsri,10-Mar-00,Cadmium
9802,98361,0.11,Boonsri,10-Mar-00,Cadmium
9831,103905,0.48,Kohsoom,12-Mar-00,Cadmium
9863,104714,0.32,Chai,18-Mar-00,Cadmium
9895,105517,0.41,Chai,18-Mar-00,Cadmium
9927,106309,0.56,Chai,18-Mar-00,Cadmium
9959,107099,0.66,Somchair,19-Mar-00,Cadmium
9991,107906,2.62,Busarakhan,19-Mar-00,Cadmium
10023,113140,1.63,Sakda,23-Mar-00,Cadmium
10055,113941,1.14,Sakda,23-Mar-00,Cadmium
10087,114736,2.12,Sakda,23-Mar-00,Cadmium
10119,110743,0.42,Kannika,24-Mar-00,Cadmium
10151,111544,0.36,Kannika,24-Mar-00,Cadmium
10183,112341,1.54,Kannika,24-Mar-00,Cadmium
10215,96814,1.1,Boonsri,14-Apr-00,Cadmium
10248,97607,1.91,Boonsri,14-Apr-00,Cadmium
10281,98396,1.16,Boonsri,14-Apr-00,Cadmium
10314,103943,0.93,Kohsoom,16-Apr-00,Cadmium
10347,104752,1.41,Chai,28-Apr-00,Cadmium
10379,105555,1.98,Chai,28-Apr-00,Cadmium
10411,106347,1.46,Chai,28-Apr-00,Cadmium
10444,107137,1.07,Somchair,28-Apr-00,Cadmium
10476,107944,2.03,Busarakhan,29-Apr-00,Cadmium
10509,110781,2.01,Kannika,29-Apr-00,Cadmium
10541,111582,2.05,Kannika,29-Apr-00,Cadmium
10573,112379,2.42,Kannika,29-Apr-00,Cadmium
10605,113178,1.31,Sakda,29-Apr-00,Cadmium
10638,113979,1.81,Sakda,29-Apr-00,Cadmium
10671,114774,1.37,Sakda,29-Apr-00,Cadmium
10703,96853,1.19,Boonsri,12-May-00,Cadmium
10734,97646,2.88,Boonsri,12-May-00,Cadmium
10764,98435,1.11,Boonsri,12-May-00,Cadmium
10794,103982,1.81,Kohsoom,14-May-00,Cadmium
10826,104789,1.25,Chai,19-May-00,Cadmium
10858,105593,4.15,Chai,19-May-00,Cadmium
10890,106385,1.57,Chai,19-May-00,Cadmium
10922,107175,1.64,Somchair,20-May-00,Cadmium
10954,113217,1.05,Sakda,26-May-00,Cadmium
10986,114018,1.25,Sakda,26-May-00,Cadmium
11018,114812,1.34,Sakda,26-May-00,Cadmium
11050,107983,2.58,Busarakhan,27-May-00,Cadmium
11082,110819,1.85,Kannika,27-May-00,Cadmium
11114,111620,1.47,Kannika,27-May-00,Cadmium
11146,112416,1.56,Kannika,27-May-00,Cadmium
11178,96890,4.1,Boonsri,9-Jun-00,Cadmium
11211,97682,1.84,Boonsri,9-Jun-00,Cadmium
11244,98471,1.35,Boonsri,9-Jun-00,Cadmium
11277,113255,1.0,Sakda,24-Jun-00,Cadmium
11307,114056,1.0,Sakda,24-Jun-00,Cadmium
11337,114850,1.13,Sakda,24-Jun-00,Cadmium
11367,110857,1.23,Kannika,25-Jun-00,Cadmium
11397,111658,1.29,Kannika,25-Jun-00,Cadmium
11427,112454,1.82,Kannika,25-Jun-00,Cadmium
11457,108021,1.35,Busarakhan,26-Jun-00,Cadmium
11487,107213,1.09,Somchair,27-Jun-00,Cadmium
11517,104827,1.67,Chai,28-Jun-00,Cadmium
11547,105631,0.76,Chai,28-Jun-00,Cadmium
11579,106423,1.0,Chai,28-Jun-00,Cadmium
11611,104020,1.79,Kohsoom,29-Jun-00,Cadmium
11643,96929,0.27,Boonsri,14-Jul-00,Cadmium
11672,97721,2.73,Boonsri,14-Jul-00,Cadmium
11701,98510,2.66,Boonsri,14-Jul-00,Cadmium
11715,104038,0.54,Kohsoom,15-Jul-00,Cadmium
11721,104843,0.56,Chai,15-Jul-00,Cadmium
11727,107229,0.27,Somchair,15-Jul-00,Cadmium
11733,108037,0.38,Busarakhan,15-Jul-00,Cadmium
11739,112470,2.2,Kannika,15-Jul-00,Cadmium
11745,114866,0.64,Sakda,15-Jul-00,Cadmium
11766,104064,1.82,Kohsoom,16-Jul-00,Cadmium
11795,104868,2.46,Chai,21-Jul-00,Cadmium
11823,105669,0.41,Chai,21-Jul-00,Cadmium
11849,106460,0.44,Chai,21-Jul-00,Cadmium
11877,107255,0.53,Somchair,27-Jul-00,Cadmium
11905,108063,0.67,Busarakhan,28-Jul-00,Cadmium
11933,110892,2.54,Kannika,28-Jul-00,Cadmium
11962,111694,0.32,Kannika,28-Jul-00,Cadmium
11991,112495,1.76,Kannika,28-Jul-00,Cadmium
12020,113290,0.3,Sakda,29-Jul-00,Cadmium
12049,114092,2.79,Sakda,29-Jul-00,Cadmium
12078,114891,0.29,Sakda,29-Jul-00,Cadmium
12092,104079,2.2,Kohsoom,15-Aug-00,Cadmium
12098,104884,6.8,Chai,15-Aug-00,Cadmium
12104,107269,4.2,Somchair,15-Aug-00,Cadmium
12110,108077,3.1,Busarakhan,15-Aug-00,Cadmium
12116,110907,4.1,Kannika,15-Aug-00,Cadmium
12122,113305,4.4,Sakda,15-Aug-00,Cadmium
12143,96964,0.93,Boonsri,17-Aug-00,Cadmium
12172,97756,7.0,Boonsri,17-Aug-00,Cadmium
12201,98545,3.0,Boonsri,17-Aug-00,Cadmium
12230,104105,8.0,Kohsoom,25-Aug-00,Cadmium
12260,104910,1.43,Chai,26-Aug-00,Cadmium
12289,105701,1.34,Chai,26-Aug-00,Cadmium
12318,106492,0.28,Chai,26-Aug-00,Cadmium
12348,107295,5.0,Somchair,27-Aug-00,Cadmium
12376,108103,9.0,Busarakhan,28-Aug-00,Cadmium
12406,110933,5.0,Kannika,28-Aug-00,Cadmium
12435,111729,0.8,Kannika,28-Aug-00,Cadmium
12464,112530,1.6,Kannika,28-Aug-00,Cadmium
12493,113331,5.0,Sakda,29-Aug-00,Cadmium
12522,114127,6.0,Sakda,29-Aug-00,Cadmium
12551,114926,0.64,Sakda,29-Aug-00,Cadmium
12580,96998,0.31,Boonsri,8-Sep-00,Cadmium
12608,97791,1.89,Boonsri,8-Sep-00,Cadmium
12636,98579,1.61,Boonsri,8-Sep-00,Cadmium
12664,104141,0.81,Kohsoom,10-Sep-00,Cadmium
12693,113366,0.36,Sakda,21-Sep-00,Cadmium
12721,114161,0.21,Sakda,21-Sep-00,Cadmium
12749,114960,0.22,Sakda,21-Sep-00,Cadmium
12777,104944,0.51,Chai,23-Sep-00,Cadmium
12806,105736,1.82,Chai,23-Sep-00,Cadmium
12835,106527,0.13,Chai,23-Sep-00,Cadmium
12861,110967,0.39,Kannika,23-Sep-00,Cadmium
12889,111764,0.12,Kannika,23-Sep-00,Cadmium
12918,112564,2.39,Kannika,23-Sep-00,Cadmium
12946,107329,1.88,Somchair,24-Sep-00,Cadmium
12975,108139,0.05,Busarakhan,24-Sep-00,Cadmium
13004,97032,1.08,Boonsri,6-Oct-00,Cadmium
13033,97825,0.71,Boonsri,6-Oct-00,Cadmium
13062,98613,1.64,Boonsri,6-Oct-00,Cadmium
13091,104176,1.47,Kohsoom,15-Oct-00,Cadmium
13120,104979,0.72,Chai,16-Oct-00,Cadmium
13149,105771,0.46,Chai,16-Oct-00,Cadmium
13178,106559,1.22,Chai,16-Oct-00,Cadmium
13206,107364,1.01,Somchair,17-Oct-00,Cadmium
13235,108174,43.0,Busarakhan,18-Oct-00,Cadmium
13263,111001,0.01,Kannika,18-Oct-00,Cadmium
13293,111799,0.01,Kannika,18-Oct-00,Cadmium
13322,112598,0.01,Kannika,18-Oct-00,Cadmium
13351,113400,0.01,Sakda,19-Oct-00,Cadmium
13380,114195,0.01,Sakda,19-Oct-00,Cadmium
13409,114994,0.01,Sakda,19-Oct-00,Cadmium
13438,97067,0.71,Boonsri,10-Nov-00,Cadmium
13466,97860,0.77,Boonsri,10-Nov-00,Cadmium
13493,98648,0.32,Boonsri,10-Nov-00,Cadmium
13520,104210,1.16,Kohsoom,12-Nov-00,Cadmium
13548,105014,1.24,Chai,18-Nov-00,Cadmium
13576,105806,2.15,Chai,18-Nov-00,Cadmium
13604,106593,1.34,Chai,18-Nov-00,Cadmium
13631,107399,1.52,Somchair,23-Nov-00,Cadmium
13659,113435,0.18,Sakda,23-Nov-00,Cadmium
13687,114230,0.8,Sakda,23-Nov-00,Cadmium
13715,115029,0.37,Sakda,23-Nov-00,Cadmium
13743,108208,1.21,Busarakhan,24-Nov-00,Cadmium
13770,111037,0.31,Kannika,25-Nov-00,Cadmium
