,id,value,location,sample date,measure
1768,5777,1.24,Chai,23-Jul-98,Ammonium
1800,6255,0.85,Chai,23-Jul-98,Ammonium
1832,8540,0.21,Kannika,26-Jul-98,Ammonium
1864,9021,0.21,Kannika,26-Jul-98,Ammonium
1896,9504,0.21,Kannika,26-Jul-98,Ammonium
1928,2510,0.21,Boonsri,8-Aug-98,Ammonium
1960,2873,0.19,Boonsri,8-Aug-98,Ammonium
2010,4895,1.15,Kohsoom,22-Aug-98,Ammonium
2042,5339,0.23,Chai,23-Aug-98,Ammonium
2074,5817,0.18,Chai,23-Aug-98,Ammonium
2106,6295,0.23,Chai,23-Aug-98,Ammonium
2138,6577,1.14,Somchair,24-Aug-98,Ammonium
2170,8586,0.23,Kannika,25-Aug-98,Ammonium
2202,9061,0.21,Kannika,25-Aug-98,Ammonium
2234,9544,0.23,Kannika,25-Aug-98,Ammonium
2266,9953,0.21,Sakda,26-Aug-98,Ammonium
2298,2550,0.3,Boonsri,5-Sep-98,Ammonium
2330,2913,0.23,Boonsri,5-Sep-98,Ammonium
2362,8626,0.19,Kannika,20-Sep-98,Ammonium
2394,9101,0.14,Kannika,20-Sep-98,Ammonium
2426,9584,0.18,Kannika,20-Sep-98,Ammonium
2458,5379,0.19,Chai,27-Sep-98,Ammonium
2490,5857,0.16,Chai,27-Sep-98,Ammonium
2522,6335,0.19,Chai,27-Sep-98,Ammonium
2554,4935,0.54,Kohsoom,1-Oct-98,Ammonium
2586,2590,0.2,Boonsri,3-Oct-98,Ammonium
2618,2953,0.16,Boonsri,3-Oct-98,Ammonium
2650,8666,0.31,Kannika,23-Oct-98,Ammonium
2682,9141,0.29,Kannika,23-Oct-98,Ammonium
2714,9624,0.29,Kannika,23-Oct-98,Ammonium
2746,9750,0.31,Sakda,24-Oct-98,Ammonium
2778,9993,0.37,Sakda,24-Oct-98,Ammonium
2810,10113,0.35,Sakda,24-Oct-98,Ammonium
2842,6737,0.49,Busarakhan,29-Oct-98,Ammonium
2874,5419,0.37,Chai,30-Oct-98,Ammonium
2906,5897,0.39,Chai,30-Oct-98,Ammonium
2938,6375,0.39,Chai,30-Oct-98,Ammonium
2970,6617,0.35,Somchair,30-Oct-98,Ammonium
3002,2630,0.07,Boonsri,7-Nov-98,Ammonium
3034,2993,0.06,Boonsri,7-Nov-98,Ammonium
3066,4975,0.6,Kohsoom,14-Nov-98,Ammonium
3098,8706,0.18,Kannika,20-Nov-98,Ammonium
3130,9181,0.27,Kannika,20-Nov-98,Ammonium
3162,9664,0.25,Kannika,20-Nov-98,Ammonium
3194,9790,0.11,Sakda,20-Nov-98,Ammonium
3226,10033,0.11,Sakda,20-Nov-98,Ammonium
3258,10153,0.1,Sakda,20-Nov-98,Ammonium
3290,5459,0.3,Chai,26-Nov-98,Ammonium
3322,5937,0.23,Chai,26-Nov-98,Ammonium
3354,6415,0.2,Chai,26-Nov-98,Ammonium
3386,6657,1.2,Somchair,28-Nov-98,Ammonium
3418,6777,0.57,Busarakhan,28-Nov-98,Ammonium
3450,2670,0.14,Boonsri,5-Dec-98,Ammonium
3482,3033,0.11,Boonsri,5-Dec-98,Ammonium
3514,9830,0.13,Sakda,10-Dec-98,Ammonium
3546,10073,0.13,Sakda,10-Dec-98,Ammonium
3578,10193,0.12,Sakda,10-Dec-98,Ammonium
3610,5015,0.34,Kohsoom,13-Dec-98,Ammonium
3640,8740,0.11,Kannika,17-Dec-98,Ammonium
3671,9221,0.17,Kannika,17-Dec-98,Ammonium
3703,9704,0.18,Kannika,17-Dec-98,Ammonium
3735,5499,0.27,Chai,18-Dec-98,Ammonium
3767,5977,0.39,Chai,18-Dec-98,Ammonium
3799,6455,0.27,Chai,18-Dec-98,Ammonium
3831,6697,1.47,Somchair,19-Dec-98,Ammonium
3863,6817,0.47,Busarakhan,19-Dec-98,Ammonium
3896,40979,0.43,Boonsri,9-Jan-99,Ammonium
3915,41732,0.54,Boonsri,9-Jan-99,Ammonium
3941,42113,0.38,Boonsri,9-Jan-99,Ammonium
3960,45721,0.4,Kohsoom,16-Jan-99,Ammonium
3987,52439,0.49,Sakda,16-Jan-99,Ammonium
4014,52860,0.48,Sakda,16-Jan-99,Ammonium
4041,53621,0.49,Sakda,16-Jan-99,Ammonium
4068,50864,0.46,Kannika,21-Jan-99,Ammonium
4095,51281,0.45,Kannika,21-Jan-99,Ammonium
4123,52038,0.46,Kannika,21-Jan-99,Ammonium
4150,48085,2.62,Somchair,27-Jan-99,Ammonium
4181,48853,1.76,Busarakhan,27-Jan-99,Ammonium
4212,46115,0.67,Chai,30-Jan-99,Ammonium
4244,46907,0.74,Chai,30-Jan-99,Ammonium
4276,47311,0.56,Chai,30-Jan-99,Ammonium
4307,41003,0.66,Boonsri,11-Feb-99,Ammonium
4336,41762,0.83,Boonsri,11-Feb-99,Ammonium
4365,42137,0.48,Boonsri,11-Feb-99,Ammonium
4393,45753,1.6,Kohsoom,13-Feb-99,Ammonium
4419,46154,0.76,Chai,18-Feb-99,Ammonium
4451,46945,0.24,Chai,18-Feb-99,Ammonium
4483,47349,0.44,Chai,18-Feb-99,Ammonium
4514,48122,3.4,Somchair,20-Feb-99,Ammonium
4544,48890,0.55,Busarakhan,20-Feb-99,Ammonium
4574,50897,0.93,Kannika,26-Feb-99,Ammonium
4603,51315,0.91,Kannika,26-Feb-99,Ammonium
4632,52071,0.98,Kannika,26-Feb-99,Ammonium
4659,52472,0.66,Sakda,27-Feb-99,Ammonium
4689,52892,0.65,Sakda,27-Feb-99,Ammonium
4719,53654,0.65,Sakda,27-Feb-99,Ammonium
4747,41038,0.59,Boonsri,11-Mar-99,Ammonium
4777,41796,0.51,Boonsri,11-Mar-99,Ammonium
4804,42171,0.58,Boonsri,11-Mar-99,Ammonium
4831,45783,0.24,Kohsoom,13-Mar-99,Ammonium
4862,46193,0.12,Chai,17-Mar-99,Ammonium
4893,46983,0.24,Chai,17-Mar-99,Ammonium
4923,47387,0.09,Chai,17-Mar-99,Ammonium
4953,48158,3.1,Somchair,19-Mar-99,Ammonium
4983,48926,0.13,Busarakhan,19-Mar-99,Ammonium
5013,50932,0.55,Kannika,24-Mar-99,Ammonium
5043,51349,0.55,Kannika,24-Mar-99,Ammonium
5071,52104,0.55,Kannika,24-Mar-99,Ammonium
5099,52508,0.24,Sakda,25-Mar-99,Ammonium
5130,52927,0.24,Sakda,25-Mar-99,Ammonium
5158,53688,0.24,Sakda,25-Mar-99,Ammonium
5185,41073,0.17,Boonsri,16-Apr-99,Ammonium
5212,41827,0.18,Boonsri,16-Apr-99,Ammonium
5238,42203,0.19,Boonsri,16-Apr-99,Ammonium
5266,45818,1.17,Kohsoom,22-Apr-99,Ammonium
5293,46230,0.16,Chai,22-Apr-99,Ammonium
5321,47018,0.15,Chai,22-Apr-99,Ammonium
5348,47423,0.16,Chai,22-Apr-99,Ammonium
5375,48192,0.24,Somchair,23-Apr-99,Ammonium
5401,48961,0.24,Busarakhan,23-Apr-99,Ammonium
5426,50968,0.21,Kannika,23-Apr-99,Ammonium
5451,51382,0.19,Kannika,23-Apr-99,Ammonium
5477,52138,0.17,Kannika,23-Apr-99,Ammonium
5504,52545,0.19,Sakda,26-Apr-99,Ammonium
5528,52960,0.2,Sakda,26-Apr-99,Ammonium
5553,53722,0.17,Sakda,26-Apr-99,Ammonium
5578,41106,0.34,Boonsri,13-May-99,Ammonium
5607,41858,0.17,Boonsri,13-May-99,Ammonium
5635,42237,0.38,Boonsri,13-May-99,Ammonium
5663,45850,0.5,Kohsoom,15-May-99,Ammonium
5691,46264,0.23,Chai,20-May-99,Ammonium
5719,47050,0.25,Chai,20-May-99,Ammonium
5747,47456,0.16,Chai,20-May-99,Ammonium
5776,52576,1.44,Sakda,26-May-99,Ammonium
5808,52991,0.81,Sakda,26-May-99,Ammonium
5839,53753,0.43,Sakda,26-May-99,Ammonium
5866,48222,0.86,Somchair,27-May-99,Ammonium
5893,48991,0.86,Busarakhan,27-May-99,Ammonium
5921,50999,0.34,Kannika,28-May-99,Ammonium
5949,51413,0.31,Kannika,28-May-99,Ammonium
5976,52171,0.31,Kannika,28-May-99,Ammonium
6004,41141,0.15,Boonsri,6-Jun-99,Ammonium
6029,41891,0.18,Boonsri,6-Jun-99,Ammonium
6054,42271,0.16,Boonsri,6-Jun-99,Ammonium
6078,45883,0.88,Kohsoom,18-Jun-99,Ammonium
6104,46298,0.18,Chai,19-Jun-99,Ammonium
6131,47083,0.15,Chai,19-Jun-99,Ammonium
6157,47490,0.15,Chai,19-Jun-99,Ammonium
6182,48253,0.2,Somchair,22-Jun-99,Ammonium
6204,49024,0.2,Busarakhan,22-Jun-99,Ammonium
6230,51033,0.24,Kannika,23-Jun-99,Ammonium
6257,51445,0.16,Kannika,23-Jun-99,Ammonium
6284,52205,0.17,Kannika,23-Jun-99,Ammonium
6310,52613,0.05,Sakda,25-Jun-99,Ammonium
6336,53027,0.06,Sakda,25-Jun-99,Ammonium
6363,53786,0.05,Sakda,25-Jun-99,Ammonium
6431,41172,0.17,Boonsri,22-Jul-99,Ammonium
6457,41921,0.12,Boonsri,22-Jul-99,Ammonium
6483,42301,0.17,Boonsri,22-Jul-99,Ammonium
6509,46338,0.39,Chai,22-Jul-99,Ammonium
6535,47114,0.4,Chai,22-Jul-99,Ammonium
6561,47521,0.46,Chai,22-Jul-99,Ammonium
6587,45921,0.56,Kohsoom,24-Jul-99,Ammonium
6612,48287,0.8,Somchair,24-Jul-99,Ammonium
6638,49062,0.4,Busarakhan,24-Jul-99,Ammonium
6664,51073,0.36,Kannika,25-Jul-99,Ammonium
6690,51477,0.42,Kannika,25-Jul-99,Ammonium
6716,52237,0.33,Kannika,25-Jul-99,Ammonium
6743,53818,0.8,Sakda,26-Jul-99,Ammonium
6774,52652,0.45,Sakda,28-Jul-99,Ammonium
6800,53059,0.33,Sakda,28-Jul-99,Ammonium
6826,53855,0.4,Sakda,28-Jul-99,Ammonium
6894,41204,0.15,Boonsri,19-Aug-99,Ammonium
6919,41952,0.18,Boonsri,19-Aug-99,Ammonium
6946,45958,1.59,Kohsoom,28-Aug-99,Ammonium
6971,46377,0.21,Chai,28-Aug-99,Ammonium
6997,47145,0.2,Chai,28-Aug-99,Ammonium
7023,47553,0.21,Chai,28-Aug-99,Ammonium
7049,48325,0.9,Somchair,29-Aug-99,Ammonium
7074,49100,0.29,Busarakhan,30-Aug-99,Ammonium
7099,51112,0.24,Kannika,30-Aug-99,Ammonium
7125,51508,0.17,Kannika,30-Aug-99,Ammonium
7151,52269,0.2,Kannika,30-Aug-99,Ammonium
7177,52691,0.17,Sakda,31-Aug-99,Ammonium
7203,53090,0.18,Sakda,31-Aug-99,Ammonium
7229,53887,0.19,Sakda,31-Aug-99,Ammonium
7255,41235,0.12,Boonsri,16-Sep-99,Ammonium
7284,41982,0.1,Boonsri,16-Sep-99,Ammonium
7315,46409,0.37,Chai,16-Sep-99,Ammonium
7341,47176,0.45,Chai,16-Sep-99,Ammonium
7367,47585,0.34,Chai,16-Sep-99,Ammonium
7393,45988,2.4,Kohsoom,18-Sep-99,Ammonium
7419,48355,0.57,Somchair,18-Sep-99,Ammonium
7445,49130,1.1,Busarakhan,18-Sep-99,Ammonium
7471,51144,0.35,Kannika,19-Sep-99,Ammonium
7497,51539,0.38,Kannika,19-Sep-99,Ammonium
7523,52301,0.42,Kannika,19-Sep-99,Ammonium
7549,52723,0.26,Sakda,21-Sep-99,Ammonium
7575,53121,0.25,Sakda,21-Sep-99,Ammonium
7601,53919,0.44,Sakda,21-Sep-99,Ammonium
7627,41270,0.1,Boonsri,10-Oct-99,Ammonium
7655,42016,0.11,Boonsri,10-Oct-99,Ammonium
7685,46019,1.8,Kohsoom,20-Oct-99,Ammonium
7713,46441,0.19,Chai,21-Oct-99,Ammonium
7739,47207,0.16,Chai,21-Oct-99,Ammonium
7768,47617,0.2,Chai,21-Oct-99,Ammonium
7795,48386,0.32,Somchair,21-Oct-99,Ammonium
7823,49161,0.28,Busarakhan,22-Oct-99,Ammonium
7851,51176,0.23,Kannika,22-Oct-99,Ammonium
7880,51570,0.2,Kannika,22-Oct-99,Ammonium
7909,52333,0.25,Kannika,22-Oct-99,Ammonium
7938,52755,0.21,Sakda,23-Oct-99,Ammonium
7967,53152,0.22,Sakda,23-Oct-99,Ammonium
7996,53951,0.2,Sakda,23-Oct-99,Ammonium
8025,41304,0.19,Boonsri,5-Nov-99,Ammonium
8051,42049,0.12,Boonsri,5-Nov-99,Ammonium
8079,46052,5.5,Kohsoom,7-Nov-99,Ammonium
8104,46473,0.46,Chai,18-Nov-99,Ammonium
8133,47241,0.82,Chai,18-Nov-99,Ammonium
8162,47650,0.84,Chai,18-Nov-99,Ammonium
8191,48419,2.61,Somchair,20-Nov-99,Ammonium
8220,49194,1.38,Busarakhan,20-Nov-99,Ammonium
8249,51211,0.71,Kannika,26-Nov-99,Ammonium
8278,51604,0.92,Kannika,26-Nov-99,Ammonium
8307,52368,0.87,Kannika,26-Nov-99,Ammonium
8336,52790,0.81,Sakda,26-Nov-99,Ammonium
8365,53186,1.07,Sakda,26-Nov-99,Ammonium
8394,53986,0.99,Sakda,26-Nov-99,Ammonium
8423,41336,0.37,Boonsri,9-Dec-99,Ammonium
8448,42080,0.33,Boonsri,9-Dec-99,Ammonium
8476,46508,0.71,Chai,9-Dec-99,Ammonium
8505,47275,0.22,Chai,9-Dec-99,Ammonium
8534,47685,0.16,Chai,9-Dec-99,Ammonium
8563,48453,1.07,Somchair,10-Dec-99,Ammonium
8592,49228,1.26,Busarakhan,10-Dec-99,Ammonium
8621,46082,2.5,Kohsoom,11-Dec-99,Ammonium
8647,52825,0.43,Sakda,15-Dec-99,Ammonium
8676,53220,0.34,Sakda,15-Dec-99,Ammonium
8705,54021,0.61,Sakda,15-Dec-99,Ammonium
8734,51246,0.26,Kannika,16-Dec-99,Ammonium
8763,51638,0.44,Kannika,16-Dec-99,Ammonium
8792,52403,0.36,Kannika,16-Dec-99,Ammonium
8824,97479,0.25,Boonsri,14-Jan-00,Ammonium
8856,98271,0.25,Boonsri,14-Jan-00,Ammonium
8885,104623,0.25,Chai,14-Jan-00,Ammonium
8916,105426,0.33,Chai,14-Jan-00,Ammonium
8947,106218,0.26,Chai,14-Jan-00,Ammonium
8978,107008,1.19,Somchair,15-Jan-00,Ammonium
9009,107815,0.76,Busarakhan,15-Jan-00,Ammonium
9040,103815,2.2,Kohsoom,16-Jan-00,Ammonium
9069,110652,1.83,Kannika,19-Jan-00,Ammonium
9100,111453,2.35,Kannika,19-Jan-00,Ammonium
9131,112250,2.63,Kannika,19-Jan-00,Ammonium
9162,113049,2.93,Sakda,19-Jan-00,Ammonium
9193,113850,0.92,Sakda,19-Jan-00,Ammonium
9224,114645,2.02,Sakda,19-Jan-00,Ammonium
9255,96721,0.41,Boonsri,10-Feb-00,Ammonium
9287,97517,0.29,Boonsri,10-Feb-00,Ammonium
9319,98306,0.41,Boonsri,10-Feb-00,Ammonium
9351,103850,1.8,Kohsoom,12-Feb-00,Ammonium
9383,104660,1.33,Chai,18-Feb-00,Ammonium
9414,105463,1.08,Chai,18-Feb-00,Ammonium
9445,106255,1.01,Chai,18-Feb-00,Ammonium
9476,110689,0.26,Kannika,18-Feb-00,Ammonium
9507,111490,0.33,Kannika,18-Feb-00,Ammonium
9538,112287,0.18,Kannika,18-Feb-00,Ammonium
9569,107045,3.3,Somchair,19-Feb-00,Ammonium
9600,107852,4.54,Busarakhan,19-Feb-00,Ammonium
9631,113086,0.23,Sakda,19-Feb-00,Ammonium
9662,113887,0.39,Sakda,19-Feb-00,Ammonium
9693,114682,0.28,Sakda,19-Feb-00,Ammonium
9724,96759,0.34,Boonsri,10-Mar-00,Ammonium
9756,97555,0.25,Boonsri,10-Mar-00,Ammonium
9785,98344,0.31,Boonsri,10-Mar-00,Ammonium
9814,103888,3.4,Kohsoom,12-Mar-00,Ammonium
9846,104697,0.53,Chai,18-Mar-00,Ammonium
9878,105500,0.44,Chai,18-Mar-00,Ammonium
9910,106292,0.39,Chai,18-Mar-00,Ammonium
9942,107082,1.78,Somchair,19-Mar-00,Ammonium
9974,107889,2.89,Busarakhan,19-Mar-00,Ammonium
10006,113123,0.45,Sakda,23-Mar-00,Ammonium
10038,113924,0.62,Sakda,23-Mar-00,Ammonium
10070,114719,0.4,Sakda,23-Mar-00,Ammonium
10102,110726,0.61,Kannika,24-Mar-00,Ammonium
10134,111527,0.41,Kannika,24-Mar-00,Ammonium
10166,112324,0.51,Kannika,24-Mar-00,Ammonium
10198,96797,0.62,Boonsri,14-Apr-00,Ammonium
10231,97590,0.31,Boonsri,14-Apr-00,Ammonium
10264,98379,0.64,Boonsri,14-Apr-00,Ammonium
10297,103926,2.5,Kohsoom,16-Apr-00,Ammonium
10330,104735,0.09,Chai,28-Apr-00,Ammonium
10362,105538,0.09,Chai,28-Apr-00,Ammonium
10394,106330,0.09,Chai,28-Apr-00,Ammonium
10427,107120,1.12,Somchair,28-Apr-00,Ammonium
10459,107927,0.59,Busarakhan,29-Apr-00,Ammonium
10492,110764,0.09,Kannika,29-Apr-00,Ammonium
10524,111565,0.1,Kannika,29-Apr-00,Ammonium
10556,112362,0.11,Kannika,29-Apr-00,Ammonium
10588,113161,0.08,Sakda,29-Apr-00,Ammonium
10621,113962,0.09,Sakda,29-Apr-00,Ammonium
10654,114757,0.1,Sakda,29-Apr-00,Ammonium
10686,96836,0.4,Boonsri,12-May-00,Ammonium
10717,97629,0.37,Boonsri,12-May-00,Ammonium
10747,98418,0.33,Boonsri,12-May-00,Ammonium
10777,103965,2.9,Kohsoom,14-May-00,Ammonium
10809,104772,0.98,Chai,19-May-00,Ammonium
10841,105576,0.87,Chai,19-May-00,Ammonium
10873,106368,0.73,Chai,19-May-00,Ammonium
10905,107158,1.73,Somchair,20-May-00,Ammonium
10937,113200,1.44,Sakda,26-May-00,Ammonium
10969,114001,0.81,Sakda,26-May-00,Ammonium
11001,114795,0.8,Sakda,26-May-00,Ammonium
11033,107966,1.11,Busarakhan,27-May-00,Ammonium
11065,110802,1.23,Kannika,27-May-00,Ammonium
11097,111603,1.06,Kannika,27-May-00,Ammonium
11129,112399,1.26,Kannika,27-May-00,Ammonium
11161,96873,0.29,Boonsri,9-Jun-00,Ammonium
11194,97665,0.19,Boonsri,9-Jun-00,Ammonium
11227,98454,0.27,Boonsri,9-Jun-00,Ammonium
11260,113238,0.04,Sakda,24-Jun-00,Ammonium
11290,114039,0.04,Sakda,24-Jun-00,Ammonium
11320,114833,0.04,Sakda,24-Jun-00,Ammonium
11350,110840,0.06,Kannika,25-Jun-00,Ammonium
11380,111641,0.06,Kannika,25-Jun-00,Ammonium
11410,112437,0.05,Kannika,25-Jun-00,Ammonium
11440,108004,0.05,Busarakhan,26-Jun-00,Ammonium
11470,107196,0.08,Somchair,27-Jun-00,Ammonium
11500,104810,0.05,Chai,28-Jun-00,Ammonium
11530,105614,0.03,Chai,28-Jun-00,Ammonium
11562,106406,0.03,Chai,28-Jun-00,Ammonium
11594,104003,1.03,Kohsoom,29-Jun-00,Ammonium
11626,96912,0.29,Boonsri,14-Jul-00,Ammonium
11655,97704,0.52,Boonsri,14-Jul-00,Ammonium
11684,98493,0.31,Boonsri,14-Jul-00,Ammonium
11749,104047,1.48,Kohsoom,16-Jul-00,Ammonium
11778,104851,1.24,Chai,21-Jul-00,Ammonium
11806,105652,1.11,Chai,21-Jul-00,Ammonium
11832,106443,0.87,Chai,21-Jul-00,Ammonium
11860,107238,1.44,Somchair,27-Jul-00,Ammonium
11888,108046,1.05,Busarakhan,28-Jul-00,Ammonium
11916,110875,0.3,Kannika,28-Jul-00,Ammonium
11945,111677,0.57,Kannika,28-Jul-00,Ammonium
11974,112478,0.35,Kannika,28-Jul-00,Ammonium
12003,113273,0.8,Sakda,29-Jul-00,Ammonium
12032,114075,0.38,Sakda,29-Jul-00,Ammonium
12061,114874,0.31,Sakda,29-Jul-00,Ammonium
12126,96947,0.24,Boonsri,17-Aug-00,Ammonium
12155,97739,0.28,Boonsri,17-Aug-00,Ammonium
12184,98528,0.26,Boonsri,17-Aug-00,Ammonium
12213,104088,1.4,Kohsoom,25-Aug-00,Ammonium
12243,104893,0.21,Chai,26-Aug-00,Ammonium
12272,105684,0.22,Chai,26-Aug-00,Ammonium
12301,106475,0.2,Chai,26-Aug-00,Ammonium
12331,107278,0.31,Somchair,27-Aug-00,Ammonium
12359,108086,0.16,Busarakhan,28-Aug-00,Ammonium
12389,110916,0.19,Kannika,28-Aug-00,Ammonium
12418,111712,0.19,Kannika,28-Aug-00,Ammonium
12447,112513,0.19,Kannika,28-Aug-00,Ammonium
12476,113314,0.23,Sakda,29-Aug-00,Ammonium
12505,114110,0.22,Sakda,29-Aug-00,Ammonium
12534,114909,0.22,Sakda,29-Aug-00,Ammonium
12563,96981,0.76,Boonsri,8-Sep-00,Ammonium
12591,97774,0.45,Boonsri,8-Sep-00,Ammonium
12619,98562,0.49,Boonsri,8-Sep-00,Ammonium
12647,104124,2.4,Kohsoom,10-Sep-00,Ammonium
12676,113349,0.56,Sakda,21-Sep-00,Ammonium
12704,114144,0.36,Sakda,21-Sep-00,Ammonium
12732,114943,0.3,Sakda,21-Sep-00,Ammonium
12760,104927,0.33,Chai,23-Sep-00,Ammonium
12789,105719,0.25,Chai,23-Sep-00,Ammonium
12818,106510,0.4,Chai,23-Sep-00,Ammonium
12844,110950,0.58,Kannika,23-Sep-00,Ammonium
12872,111747,0.43,Kannika,23-Sep-00,Ammonium
12901,112547,0.4,Kannika,23-Sep-00,Ammonium
12929,107312,1.64,Somchair,24-Sep-00,Ammonium
12958,108122,1.49,Busarakhan,24-Sep-00,Ammonium
12987,97015,0.49,Boonsri,6-Oct-00,Ammonium
13016,97808,0.23,Boonsri,6-Oct-00,Ammonium
13045,98596,0.24,Boonsri,6-Oct-00,Ammonium
13074,104159,2.0,Kohsoom,15-Oct-00,Ammonium
13103,104962,0.17,Chai,16-Oct-00,Ammonium
13132,105754,0.18,Chai,16-Oct-00,Ammonium
13161,106542,0.18,Chai,16-Oct-00,Ammonium
13189,107347,0.21,Somchair,17-Oct-00,Ammonium
13218,108157,0.2,Busarakhan,18-Oct-00,Ammonium
13246,110984,0.18,Kannika,18-Oct-00,Ammonium
13276,111782,0.19,Kannika,18-Oct-00,Ammonium
13305,112581,0.21,Kannika,18-Oct-00,Ammonium
13334,113383,0.17,Sakda,19-Oct-00,Ammonium
13363,114178,0.15,Sakda,19-Oct-00,Ammonium
13392,114977,0.17,Sakda,19-Oct-00,Ammonium
13421,97050,0.58,Boonsri,10-Nov-00,Ammonium
13449,97843,0.33,Boonsri,10-Nov-00,Ammonium
13476,98631,0.6,Boonsri,10-Nov-00,Ammonium
13503,104193,1.9,Kohsoom,12-Nov-00,Ammonium
13531,104997,0.42,Chai,18-Nov-00,Ammonium
13559,105789,0.25,Chai,18-Nov-00,Ammonium
13587,106576,0.25,Chai,18-Nov-00,Ammonium
13614,107382,0.58,Somchair,23-Nov-00,Ammonium
13642,113418,0.22,Sakda,23-Nov-00,Ammonium
13670,114213,0.31,Sakda,23-Nov-00,Ammonium
13698,115012,0.39,Sakda,23-Nov-00,Ammonium
13726,108191,0.42,Busarakhan,24-Nov-00,Ammonium
13753,111020,0.23,Kannika,25-Nov-00,Ammonium
13781,111817,0.25,Kannika,25-Nov-00,Ammonium
13809,112616,0.29,Kannika,25-Nov-00,Ammonium
13837,105031,0.3,Chai,3-Dec-00,Ammonium
13865,105823,0.25,Chai,3-Dec-00,Ammonium
13893,106609,0.36,Chai,3-Dec-00,Ammonium
13921,107416,0.48,Somchair,4-Dec-00,Ammonium
13949,108224,0.49,Busarakhan,4-Dec-00,Ammonium
13977,97084,0.62,Boonsri,8-Dec-00,Ammonium
14005,97876,0.53,Boonsri,8-Dec-00,Ammonium
14033,98664,0.56,Boonsri,8-Dec-00,Ammonium
14061,104227,0.58,Kohsoom,10-Dec-00,Ammonium
14090,111054,0.38,Kannika,30-Dec-00,Ammonium
14118,111851,0.53,Kannika,30-Dec-00,Ammonium
14146,112650,0.35,Kannika,30-Dec-00,Ammonium
14174,113452,0.89,Sakda,30-Dec-00,Ammonium
14202,114247,0.18,Sakda,30-Dec-00,Ammonium
14230,115046,0.16,Sakda,30-Dec-00,Ammonium
14258,166031,0.55,Chai,16-Jan-01,Ammonium
14287,166750,0.45,Chai,16-Jan-01,Ammonium
14316,167466,0.46,Chai,16-Jan-01,Ammonium
14345,168182,0.53,Somchair,17-Jan-01,Ammonium
14372,168889,0.39,Busarakhan,17-Jan-01,Ammonium
14400,158798,0.48,Boonsri,20-Jan-01,Ammonium
14419,159484,0.3,Boonsri,20-Jan-01,Ammonium
