,id,value,location,sample date,measure
8490,46522,26.0,Chai,9-Dec-99,Copper
8519,47289,35.0,Chai,9-Dec-99,Copper
8548,47699,26.0,Chai,9-Dec-99,Copper
8577,48467,35.0,Somchair,10-Dec-99,Copper
8606,49242,28.0,Busarakhan,10-Dec-99,Copper
8635,46096,37.0,Kohsoom,11-Dec-99,Copper
8661,52839,45.0,Sakda,15-Dec-99,Copper
8690,53234,80.0,Sakda,15-Dec-99,Copper
8719,54035,71.0,Sakda,15-Dec-99,Copper
8748,51260,36.0,Kannika,16-Dec-99,Copper
8777,51652,40.0,Kannika,16-Dec-99,Copper
8806,52417,36.0,Kannika,16-Dec-99,Copper
8838,97493,25.52,Boonsri,14-Jan-00,Copper
8870,98285,20.06,Boonsri,14-Jan-00,Copper
8899,104637,15.84,Chai,14-Jan-00,Copper
8930,105440,20.37,Chai,14-Jan-00,Copper
8961,106232,33.62,Chai,14-Jan-00,Copper
8992,107022,25.76,Somchair,15-Jan-00,Copper
9023,107829,13.68,Busarakhan,15-Jan-00,Copper
9054,103829,17.7,Kohsoom,16-Jan-00,Copper
9083,110666,17.85,Kannika,19-Jan-00,Copper
9114,111467,14.96,Kannika,19-Jan-00,Copper
9145,112264,19.36,Kannika,19-Jan-00,Copper
9176,113063,62.38,Sakda,19-Jan-00,Copper
9207,113864,64.87,Sakda,19-Jan-00,Copper
9238,114659,66.05,Sakda,19-Jan-00,Copper
9269,96735,31.58,Boonsri,10-Feb-00,Copper
9301,97531,27.16,Boonsri,10-Feb-00,Copper
9333,98320,14.53,Boonsri,10-Feb-00,Copper
9365,103864,31.63,Kohsoom,12-Feb-00,Copper
9397,104674,31.28,Chai,18-Feb-00,Copper
9428,105477,38.5,Chai,18-Feb-00,Copper
9459,106269,42.65,Chai,18-Feb-00,Copper
9490,110703,34.5,Kannika,18-Feb-00,Copper
9521,111504,37.9,Kannika,18-Feb-00,Copper
9552,112301,52.31,Kannika,18-Feb-00,Copper
9583,107059,55.97,Somchair,19-Feb-00,Copper
9614,107866,30.17,Busarakhan,19-Feb-00,Copper
9645,113100,34.92,Sakda,19-Feb-00,Copper
9676,113901,31.21,Sakda,19-Feb-00,Copper
9707,114696,62.27,Sakda,19-Feb-00,Copper
9738,96773,46.76,Boonsri,10-Mar-00,Copper
9770,97569,27.4,Boonsri,10-Mar-00,Copper
9799,98358,18.44,Boonsri,10-Mar-00,Copper
9828,103902,23.86,Kohsoom,12-Mar-00,Copper
9860,104711,23.55,Chai,18-Mar-00,Copper
9892,105514,29.89,Chai,18-Mar-00,Copper
9924,106306,24.13,Chai,18-Mar-00,Copper
9956,107096,33.26,Somchair,19-Mar-00,Copper
9988,107903,24.47,Busarakhan,19-Mar-00,Copper
10020,113137,44.46,Sakda,23-Mar-00,Copper
10052,113938,36.1,Sakda,23-Mar-00,Copper
10084,114733,28.58,Sakda,23-Mar-00,Copper
10116,110740,43.01,Kannika,24-Mar-00,Copper
10148,111541,34.91,Kannika,24-Mar-00,Copper
10180,112338,29.23,Kannika,24-Mar-00,Copper
10212,96811,3.0,Boonsri,14-Apr-00,Copper
10245,97604,2.0,Boonsri,14-Apr-00,Copper
10278,98393,2.0,Boonsri,14-Apr-00,Copper
10311,103940,2.0,Kohsoom,16-Apr-00,Copper
10344,104749,3.0,Chai,28-Apr-00,Copper
10376,105552,3.0,Chai,28-Apr-00,Copper
10408,106344,3.0,Chai,28-Apr-00,Copper
10441,107134,4.0,Somchair,28-Apr-00,Copper
10473,107941,3.0,Busarakhan,29-Apr-00,Copper
10506,110778,6.0,Kannika,29-Apr-00,Copper
10538,111579,7.0,Kannika,29-Apr-00,Copper
10570,112376,4.0,Kannika,29-Apr-00,Copper
10602,113175,2.0,Sakda,29-Apr-00,Copper
10635,113976,2.0,Sakda,29-Apr-00,Copper
10668,114771,2.0,Sakda,29-Apr-00,Copper
10700,96850,30.61,Boonsri,12-May-00,Copper
10731,97643,53.84,Boonsri,12-May-00,Copper
10761,98432,71.33,Boonsri,12-May-00,Copper
10791,103979,71.22,Kohsoom,14-May-00,Copper
10823,104786,39.06,Chai,19-May-00,Copper
10855,105590,27.58,Chai,19-May-00,Copper
10887,106382,37.15,Chai,19-May-00,Copper
10919,107172,66.31,Somchair,20-May-00,Copper
10951,113214,45.08,Sakda,26-May-00,Copper
10983,114015,39.63,Sakda,26-May-00,Copper
11015,114809,67.67,Sakda,26-May-00,Copper
11047,107980,23.5,Busarakhan,27-May-00,Copper
11079,110816,26.98,Kannika,27-May-00,Copper
11111,111617,33.39,Kannika,27-May-00,Copper
11143,112413,48.48,Kannika,27-May-00,Copper
11175,96887,9.0,Boonsri,9-Jun-00,Copper
11208,97679,8.0,Boonsri,9-Jun-00,Copper
11241,98468,6.0,Boonsri,9-Jun-00,Copper
11274,113252,15.0,Sakda,24-Jun-00,Copper
11304,114053,16.0,Sakda,24-Jun-00,Copper
11334,114847,30.0,Sakda,24-Jun-00,Copper
11364,110854,20.0,Kannika,25-Jun-00,Copper
11394,111655,24.0,Kannika,25-Jun-00,Copper
11424,112451,18.0,Kannika,25-Jun-00,Copper
11454,108018,11.0,Busarakhan,26-Jun-00,Copper
11484,107210,17.0,Somchair,27-Jun-00,Copper
11514,104824,17.0,Chai,28-Jun-00,Copper
11544,105628,13.0,Chai,28-Jun-00,Copper
11576,106420,13.0,Chai,28-Jun-00,Copper
11608,104017,40.0,Kohsoom,29-Jun-00,Copper
11640,96926,64.0,Boonsri,14-Jul-00,Copper
11669,97718,28.0,Boonsri,14-Jul-00,Copper
11698,98507,22.0,Boonsri,14-Jul-00,Copper
11712,104035,40.0,Kohsoom,15-Jul-00,Copper
11718,104840,106.0,Chai,15-Jul-00,Copper
11724,107226,68.0,Somchair,15-Jul-00,Copper
11730,108034,98.0,Busarakhan,15-Jul-00,Copper
11736,112467,34.0,Kannika,15-Jul-00,Copper
11742,114863,34.0,Sakda,15-Jul-00,Copper
11763,104061,9.85,Kohsoom,16-Jul-00,Copper
11792,104865,23.0,Chai,21-Jul-00,Copper
11820,105666,14.0,Chai,21-Jul-00,Copper
11846,106457,17.0,Chai,21-Jul-00,Copper
11874,107252,21.0,Somchair,27-Jul-00,Copper
11902,108060,10.0,Busarakhan,28-Jul-00,Copper
11930,110889,12.0,Kannika,28-Jul-00,Copper
11959,111691,18.0,Kannika,28-Jul-00,Copper
11988,112492,23.0,Kannika,28-Jul-00,Copper
12017,113287,29.0,Sakda,29-Jul-00,Copper
12046,114089,18.0,Sakda,29-Jul-00,Copper
12075,114888,13.0,Sakda,29-Jul-00,Copper
12089,104076,26.0,Kohsoom,15-Aug-00,Copper
12095,104881,105.5,Chai,15-Aug-00,Copper
12101,107266,21.6,Somchair,15-Aug-00,Copper
12107,108074,36.8,Busarakhan,15-Aug-00,Copper
12113,110904,48.1,Kannika,15-Aug-00,Copper
12119,113302,45.3,Sakda,15-Aug-00,Copper
12140,96961,3.0,Boonsri,17-Aug-00,Copper
12169,97753,6.0,Boonsri,17-Aug-00,Copper
12198,98542,6.0,Boonsri,17-Aug-00,Copper
12227,104102,24.0,Kohsoom,25-Aug-00,Copper
12257,104907,18.0,Chai,26-Aug-00,Copper
12286,105698,18.0,Chai,26-Aug-00,Copper
12315,106489,19.0,Chai,26-Aug-00,Copper
12345,107292,29.0,Somchair,27-Aug-00,Copper
12373,108100,21.0,Busarakhan,28-Aug-00,Copper
12403,110930,20.0,Kannika,28-Aug-00,Copper
12432,111726,15.0,Kannika,28-Aug-00,Copper
12461,112527,18.0,Kannika,28-Aug-00,Copper
12490,113328,19.0,Sakda,29-Aug-00,Copper
12519,114124,16.0,Sakda,29-Aug-00,Copper
12548,114923,15.0,Sakda,29-Aug-00,Copper
12577,96995,8.0,Boonsri,8-Sep-00,Copper
12605,97788,19.0,Boonsri,8-Sep-00,Copper
12633,98576,20.0,Boonsri,8-Sep-00,Copper
12661,104138,14.0,Kohsoom,10-Sep-00,Copper
12690,113363,6.0,Sakda,21-Sep-00,Copper
12718,114158,19.0,Sakda,21-Sep-00,Copper
12746,114957,23.0,Sakda,21-Sep-00,Copper
12774,104941,45.0,Chai,23-Sep-00,Copper
12803,105733,64.0,Chai,23-Sep-00,Copper
12832,106524,6.0,Chai,23-Sep-00,Copper
12858,110964,12.0,Kannika,23-Sep-00,Copper
12886,111761,8.0,Kannika,23-Sep-00,Copper
12915,112561,5.0,Kannika,23-Sep-00,Copper
12943,107326,31.0,Somchair,24-Sep-00,Copper
12972,108136,24.0,Busarakhan,24-Sep-00,Copper
13001,97029,2.0,Boonsri,6-Oct-00,Copper
13030,97822,34.0,Boonsri,6-Oct-00,Copper
13059,98610,38.0,Boonsri,6-Oct-00,Copper
13088,104173,16.0,Kohsoom,15-Oct-00,Copper
13117,104976,12.0,Chai,16-Oct-00,Copper
13146,105768,22.0,Chai,16-Oct-00,Copper
13175,106556,16.0,Chai,16-Oct-00,Copper
13203,107361,33.0,Somchair,17-Oct-00,Copper
13232,108171,44.0,Busarakhan,18-Oct-00,Copper
13260,110998,43.0,Kannika,18-Oct-00,Copper
13290,111796,33.0,Kannika,18-Oct-00,Copper
13319,112595,48.0,Kannika,18-Oct-00,Copper
13348,113397,31.0,Sakda,19-Oct-00,Copper
13377,114192,37.0,Sakda,19-Oct-00,Copper
13406,114991,28.0,Sakda,19-Oct-00,Copper
13435,97064,34.0,Boonsri,10-Nov-00,Copper
13463,97857,14.0,Boonsri,10-Nov-00,Copper
13490,98645,19.0,Boonsri,10-Nov-00,Copper
13517,104207,13.0,Kohsoom,12-Nov-00,Copper
13545,105011,10.0,Chai,18-Nov-00,Copper
13573,105803,17.0,Chai,18-Nov-00,Copper
13601,106590,16.0,Chai,18-Nov-00,Copper
13628,107396,25.0,Somchair,23-Nov-00,Copper
13656,113432,20.0,Sakda,23-Nov-00,Copper
13684,114227,23.0,Sakda,23-Nov-00,Copper
13712,115026,14.0,Sakda,23-Nov-00,Copper
13740,108205,18.0,Busarakhan,24-Nov-00,Copper
13767,111034,15.0,Kannika,25-Nov-00,Copper
13795,111831,15.0,Kannika,25-Nov-00,Copper
13823,112630,26.0,Kannika,25-Nov-00,Copper
13851,105045,22.0,Chai,3-Dec-00,Copper
13879,105837,13.0,Chai,3-Dec-00,Copper
13907,106623,16.0,Chai,3-Dec-00,Copper
13935,107430,4.0,Somchair,4-Dec-00,Copper
13963,108238,13.0,Busarakhan,4-Dec-00,Copper
13991,97098,11.0,Boonsri,8-Dec-00,Copper
14019,97890,7.0,Boonsri,8-Dec-00,Copper
14047,98678,10.0,Boonsri,8-Dec-00,Copper
14075,104241,12.0,Kohsoom,10-Dec-00,Copper
14104,111068,17.0,Kannika,30-Dec-00,Copper
14132,111865,53.0,Kannika,30-Dec-00,Copper
14160,112664,59.0,Kannika,30-Dec-00,Copper
14188,113466,13.0,Sakda,30-Dec-00,Copper
14216,114261,11.0,Sakda,30-Dec-00,Copper
14244,115060,8.0,Sakda,30-Dec-00,Copper
14272,166045,49.0,Chai,16-Jan-01,Copper
14301,166764,57.0,Chai,16-Jan-01,Copper
14330,167480,31.0,Chai,16-Jan-01,Copper
14359,168196,15.0,Somchair,17-Jan-01,Copper
14386,168903,21.0,Busarakhan,17-Jan-01,Copper
14471,173721,37.0,Sakda,25-Jan-01,Copper
14501,174467,20.0,Sakda,25-Jan-01,Copper
14531,175213,21.0,Sakda,25-Jan-01,Copper
14561,171492,45.0,Kannika,27-Jan-01,Copper
14591,172236,22.0,Kannika,27-Jan-01,Copper
14621,172979,22.0,Kannika,27-Jan-01,Copper
14651,165292,6.0,Kohsoom,28-Jan-01,Copper
14682,166079,20.0,Chai,17-Feb-01,Copper
14714,166798,20.0,Chai,17-Feb-01,Copper
14746,167514,22.0,Chai,17-Feb-01,Copper
14778,165328,26.0,Kohsoom,18-Feb-01,Copper
14809,168228,25.0,Somchair,18-Feb-01,Copper
