id,value,location,sample_date,measure,Month,Day,MonthName,Year,year
2486,0.0,Boonsri,1998-07-11,Lead,1,2,July,1998,1998
2848,0.0,Boonsri,1998-07-11,Lead,1,2,July,1998,1998
5309,0.0,Chai,1998-07-23,Lead,1,2,July,1998,1998
5793,0.0,Chai,1998-07-23,Lead,1,2,July,1998,1998
6271,0.0,Chai,1998-07-23,Lead,1,2,July,1998,1998
8556,0.0,Kannika,1998-07-26,Lead,1,2,July,1998,1998
9037,0.0,Kannika,1998-07-26,Lead,1,2,July,1998,1998
9520,0.0,Kannika,1998-07-26,Lead,1,2,July,1998,1998
2526,4.0,Boonsri,1998-08-08,Lead,1,2,August,1998,1998
2889,3.0,Boonsri,1998-08-08,Lead,1,2,August,1998,1998
5330,32.89,Chai,1998-08-15,Lead,1,2,August,1998,1998
8577,22.25,Kannika,1998-08-15,Lead,1,2,August,1998,1998
9741,23.36,Sakda,1998-08-15,Lead,1,2,August,1998,1998
4911,52.0,Kohsoom,1998-08-22,Lead,1,2,August,1998,1998
5355,11.0,Chai,1998-08-23,Lead,1,2,August,1998,1998
5833,16.0,Chai,1998-08-23,Lead,1,2,August,1998,1998
6311,7.0,Chai,1998-08-23,Lead,1,2,August,1998,1998
6593,15.0,Somchair,1998-08-24,Lead,1,2,August,1998,1998
8602,20.0,Kannika,1998-08-25,Lead,1,2,August,1998,1998
9077,20.0,Kannika,1998-08-25,Lead,1,2,August,1998,1998
9560,20.0,Kannika,1998-08-25,Lead,1,2,August,1998,1998
9969,18.0,Sakda,1998-08-26,Lead,1,2,August,1998,1998
2566,0.0,Boonsri,1998-09-05,Lead,1,2,September,1998,1998
2929,0.0,Boonsri,1998-09-05,Lead,1,2,September,1998,1998
8642,0.0,Kannika,1998-09-20,Lead,1,2,September,1998,1998
9117,0.0,Kannika,1998-09-20,Lead,1,2,September,1998,1998
9600,0.0,Kannika,1998-09-20,Lead,1,2,September,1998,1998
5395,0.0,Chai,1998-09-27,Lead,1,2,September,1998,1998
5873,0.0,Chai,1998-09-27,Lead,1,2,September,1998,1998
6351,0.0,Chai,1998-09-27,Lead,1,2,September,1998,1998
4951,0.0,Kohsoom,1998-10-01,Lead,1,2,October,1998,1998
2606,5.0,Boonsri,1998-10-03,Lead,1,2,October,1998,1998
2969,12.0,Boonsri,1998-10-03,Lead,1,2,October,1998,1998
8682,83.0,Kannika,1998-10-23,Lead,1,2,October,1998,1998
9157,33.0,Kannika,1998-10-23,Lead,1,2,October,1998,1998
9640,30.0,Kannika,1998-10-23,Lead,1,2,October,1998,1998
9766,50.0,Sakda,1998-10-24,Lead,1,2,October,1998,1998
10009,52.0,Sakda,1998-10-24,Lead,1,2,October,1998,1998
10129,45.0,Sakda,1998-10-24,Lead,1,2,October,1998,1998
6753,48.0,Busarakhan,1998-10-29,Lead,1,2,October,1998,1998
5435,42.0,Chai,1998-10-30,Lead,1,2,October,1998,1998
5913,62.0,Chai,1998-10-30,Lead,1,2,October,1998,1998
6391,53.0,Chai,1998-10-30,Lead,1,2,October,1998,1998
6633,48.0,Somchair,1998-10-30,Lead,1,3,October,1998,1998
2646,0.0,Boonsri,1998-11-07,Lead,1,3,November,1998,1998
3009,0.0,Boonsri,1998-11-07,Lead,1,3,November,1998,1998
4991,92.0,Kohsoom,1998-11-14,Lead,1,3,November,1998,1998
8722,40.0,Kannika,1998-11-20,Lead,1,3,November,1998,1998
9197,30.0,Kannika,1998-11-20,Lead,1,3,November,1998,1998
9680,30.0,Kannika,1998-11-20,Lead,1,3,November,1998,1998
9806,17.0,Sakda,1998-11-20,Lead,1,3,November,1998,1998
10049,15.0,Sakda,1998-11-20,Lead,1,3,November,1998,1998
10169,14.0,Sakda,1998-11-20,Lead,1,3,November,1998,1998
5475,14.0,Chai,1998-11-26,Lead,1,3,November,1998,1998
5953,14.0,Chai,1998-11-26,Lead,1,3,November,1998,1998
6431,15.0,Chai,1998-11-26,Lead,1,3,November,1998,1998
6673,23.0,Somchair,1998-11-28,Lead,1,3,November,1998,1998
6793,49.0,Busarakhan,1998-11-28,Lead,1,3,November,1998,1998
2686,0.0,Boonsri,1998-12-05,Lead,1,3,December,1998,1998
3049,0.0,Boonsri,1998-12-05,Lead,1,3,December,1998,1998
9846,1.0,Sakda,1998-12-10,Lead,1,3,December,1998,1998
10089,12.0,Sakda,1998-12-10,Lead,1,3,December,1998,1998
10209,8.0,Sakda,1998-12-10,Lead,1,3,December,1998,1998
5031,40.0,Kohsoom,1998-12-13,Lead,1,3,December,1998,1998
8756,20.0,Kannika,1998-12-17,Lead,1,3,December,1998,1998
9237,10.0,Kannika,1998-12-17,Lead,1,3,December,1998,1998
9720,30.0,Kannika,1998-12-17,Lead,1,3,December,1998,1998
5515,1.0,Chai,1998-12-18,Lead,1,3,December,1998,1998
5993,1.0,Chai,1998-12-18,Lead,1,3,December,1998,1998
6471,2.0,Chai,1998-12-18,Lead,1,3,December,1998,1998
6713,1.0,Somchair,1998-12-19,Lead,1,3,December,1998,1998
6833,1.0,Busarakhan,1998-12-19,Lead,1,3,December,1998,1998
41748,3.0,Boonsri,1999-01-09,Lead,1,3,January,1999,1999
45737,2.0,Kohsoom,1999-01-16,Lead,1,3,January,1999,1999
52455,26.0,Sakda,1999-01-16,Lead,1,3,January,1999,1999
52876,10.0,Sakda,1999-01-16,Lead,1,3,January,1999,1999
53637,19.0,Sakda,1999-01-16,Lead,1,3,January,1999,1999
50880,41.0,Kannika,1999-01-21,Lead,1,3,January,1999,1999
51297,13.0,Kannika,1999-01-21,Lead,1,3,January,1999,1999
52054,43.0,Kannika,1999-01-21,Lead,1,3,January,1999,1999
48101,34.0,Somchair,1999-01-27,Lead,1,3,January,1999,1999
48869,14.0,Busarakhan,1999-01-27,Lead,1,3,January,1999,1999
46131,20.0,Chai,1999-01-30,Lead,1,3,January,1999,1999
46923,38.0,Chai,1999-01-30,Lead,1,3,January,1999,1999
47327,38.0,Chai,1999-01-30,Lead,1,3,January,1999,1999
41019,21.0,Boonsri,1999-02-11,Lead,1,3,February,1999,1999
41778,63.0,Boonsri,1999-02-11,Lead,1,3,February,1999,1999
42153,18.0,Boonsri,1999-02-11,Lead,1,3,February,1999,1999
45769,18.0,Kohsoom,1999-02-13,Lead,1,3,February,1999,1999
46170,13.0,Chai,1999-02-18,Lead,1,3,February,1999,1999
46961,22.0,Chai,1999-02-18,Lead,1,3,February,1999,1999
47365,12.0,Chai,1999-02-18,Lead,1,3,February,1999,1999
50913,6.0,Kannika,1999-02-26,Lead,1,3,February,1999,1999
51331,11.0,Kannika,1999-02-26,Lead,1,3,February,1999,1999
52488,14.0,Sakda,1999-02-27,Lead,1,3,February,1999,1999
52908,4.0,Sakda,1999-02-27,Lead,1,3,February,1999,1999
53670,10.0,Sakda,1999-02-27,Lead,1,3,February,1999,1999
41054,1.0,Boonsri,1999-03-11,Lead,1,3,March,1999,1999
41812,11.0,Boonsri,1999-03-11,Lead,1,3,March,1999,1999
42187,10.0,Boonsri,1999-03-11,Lead,1,3,March,1999,1999
45799,7.0,Kohsoom,1999-03-13,Lead,1,3,March,1999,1999
46209,14.0,Chai,1999-03-17,Lead,1,3,March,1999,1999
46999,9.0,Chai,1999-03-17,Lead,1,3,March,1999,1999
47403,7.0,Chai,1999-03-17,Lead,1,3,March,1999,1999
48174,3.0,Somchair,1999-03-19,Lead,1,3,March,1999,1999
48942,6.0,Busarakhan,1999-03-19,Lead,1,3,March,1999,1999
50948,5.0,Kannika,1999-03-24,Lead,1,3,March,1999,1999
51365,15.0,Kannika,1999-03-24,Lead,1,3,March,1999,1999
52120,5.0,Kannika,1999-03-24,Lead,1,3,March,1999,1999
52524,6.0,Sakda,1999-03-25,Lead,1,4,March,1999,1999
52943,5.0,Sakda,1999-03-25,Lead,1,4,March,1999,1999
53704,5.0,Sakda,1999-03-25,Lead,1,4,March,1999,1999
41089,6.0,Boonsri,1999-04-16,Lead,1,4,April,1999,1999
41843,15.0,Boonsri,1999-04-16,Lead,1,4,April,1999,1999
42219,4.0,Boonsri,1999-04-16,Lead,1,4,April,1999,1999
45834,18.0,Kohsoom,1999-04-22,Lead,1,4,April,1999,1999
46246,22.0,Chai,1999-04-22,Lead,1,4,April,1999,1999
47034,23.0,Chai,1999-04-22,Lead,1,4,April,1999,1999
47439,37.0,Chai,1999-04-22,Lead,1,4,April,1999,1999
48208,16.0,Somchair,1999-04-23,Lead,1,4,April,1999,1999
48977,30.0,Busarakhan,1999-04-23,Lead,1,4,April,1999,1999
50984,25.0,Kannika,1999-04-23,Lead,1,4,April,1999,1999
51398,25.0,Kannika,1999-04-23,Lead,1,4,April,1999,1999
52154,39.0,Kannika,1999-04-23,Lead,1,4,April,1999,1999
52561,26.0,Sakda,1999-04-26,Lead,1,4,April,1999,1999
52976,35.0,Sakda,1999-04-26,Lead,1,4,April,1999,1999
53738,21.0,Sakda,1999-04-26,Lead,1,4,April,1999,1999
41122,17.0,Boonsri,1999-05-13,Lead,1,4,May,1999,1999
41874,17.0,Boonsri,1999-05-13,Lead,1,4,May,1999,1999
42253,13.0,Boonsri,1999-05-13,Lead,1,4,May,1999,1999
45866,11.0,Kohsoom,1999-05-15,Lead,1,4,May,1999,1999
46280,9.0,Chai,1999-05-20,Lead,1,4,May,1999,1999
47066,9.0,Chai,1999-05-20,Lead,1,4,May,1999,1999
47472,9.0,Chai,1999-05-20,Lead,1,4,May,1999,1999
52592,24.43,Sakda,1999-05-26,Lead,1,4,May,1999,1999
53007,18.52,Sakda,1999-05-26,Lead,1,4,May,1999,1999
53769,6.0,Sakda,1999-05-26,Lead,1,4,May,1999,1999
48238,16.0,Somchair,1999-05-27,Lead,1,4,May,1999,1999
49007,9.0,Busarakhan,1999-05-27,Lead,1,4,May,1999,1999
51015,22.0,Kannika,1999-05-28,Lead,1,4,May,1999,1999
51429,10.0,Kannika,1999-05-28,Lead,1,4,May,1999,1999
52187,12.0,Kannika,1999-05-28,Lead,1,4,May,1999,1999
41157,17.0,Boonsri,1999-06-06,Lead,1,4,June,1999,1999
41907,10.0,Boonsri,1999-06-06,Lead,1,4,June,1999,1999
42287,9.0,Boonsri,1999-06-06,Lead,1,4,June,1999,1999
45899,31.0,Kohsoom,1999-06-18,Lead,1,4,June,1999,1999
46314,21.0,Chai,1999-06-19,Lead,1,4,June,1999,1999
47099,25.0,Chai,1999-06-19,Lead,1,4,June,1999,1999
47506,20.0,Chai,1999-06-19,Lead,1,4,June,1999,1999
48269,28.0,Somchair,1999-06-22,Lead,1,4,June,1999,1999
49040,29.0,Busarakhan,1999-06-22,Lead,1,4,June,1999,1999
51049,34.0,Kannika,1999-06-23,Lead,1,4,June,1999,1999
51461,22.0,Kannika,1999-06-23,Lead,1,4,June,1999,1999
52221,22.0,Kannika,1999-06-23,Lead,1,4,June,1999,1999
52629,21.0,Sakda,1999-06-25,Lead,1,4,June,1999,1999
53043,24.0,Sakda,1999-06-25,Lead,1,4,June,1999,1999
53802,20.0,Sakda,1999-06-25,Lead,1,4,June,1999,1999
45912,41.38,Kohsoom,1999-07-15,Lead,1,4,July,1999,1999
46328,42.83,Chai,1999-07-15,Lead,1,4,July,1999,1999
48278,37.49,Somchair,1999-07-15,Lead,1,4,July,1999,1999
49053,37.04,Busarakhan,1999-07-15,Lead,1,4,July,1999,1999
51063,61.5,Kannika,1999-07-15,Lead,1,4,July,1999,1999
52642,36.2,Sakda,1999-07-15,Lead,1,4,July,1999,1999
41188,36.0,Boonsri,1999-07-22,Lead,1,4,July,1999,1999
41937,15.0,Boonsri,1999-07-22,Lead,1,4,July,1999,1999
42317,18.0,Boonsri,1999-07-22,Lead,1,4,July,1999,1999
46354,45.0,Chai,1999-07-22,Lead,1,4,July,1999,1999
47130,43.0,Chai,1999-07-22,Lead,1,4,July,1999,1999
47537,26.0,Chai,1999-07-22,Lead,1,4,July,1999,1999
45937,50.0,Kohsoom,1999-07-24,Lead,1,4,July,1999,1999
48303,30.0,Somchair,1999-07-24,Lead,1,4,July,1999,1999
49078,48.0,Busarakhan,1999-07-24,Lead,1,4,July,1999,1999
51089,44.0,Kannika,1999-07-25,Lead,1,4,July,1999,1999
51493,18.0,Kannika,1999-07-25,Lead,1,4,July,1999,1999
52253,33.0,Kannika,1999-07-25,Lead,1,4,July,1999,1999
53834,30.8,Sakda,1999-07-26,Lead,1,4,July,1999,1999
52668,47.0,Sakda,1999-07-28,Lead,1,5,July,1999,1999
53075,16.0,Sakda,1999-07-28,Lead,1,5,July,1999,1999
53871,28.0,Sakda,1999-07-28,Lead,1,5,July,1999,1999
45949,35.83,Kohsoom,1999-08-15,Lead,1,5,August,1999,1999
46367,38.72,Chai,1999-08-15,Lead,1,5,August,1999,1999
48316,54.03,Somchair,1999-08-15,Lead,1,5,August,1999,1999
49091,53.51,Busarakhan,1999-08-15,Lead,1,5,August,1999,1999
51102,34.92,Kannika,1999-08-15,Lead,1,5,August,1999,1999
52681,43.07,Sakda,1999-08-15,Lead,1,5,August,1999,1999
41220,32.0,Boonsri,1999-08-19,Lead,1,5,August,1999,1999
41968,35.0,Boonsri,1999-08-19,Lead,1,5,August,1999,1999
45974,25.0,Kohsoom,1999-08-28,Lead,1,5,August,1999,1999
46393,23.0,Chai,1999-08-28,Lead,1,5,August,1999,1999
47161,25.0,Chai,1999-08-28,Lead,1,5,August,1999,1999
47569,26.0,Chai,1999-08-28,Lead,1,5,August,1999,1999
48341,33.0,Somchair,1999-08-29,Lead,1,5,August,1999,1999
49116,20.0,Busarakhan,1999-08-30,Lead,1,5,August,1999,1999
51128,20.0,Kannika,1999-08-30,Lead,1,5,August,1999,1999
51524,21.0,Kannika,1999-08-30,Lead,1,5,August,1999,1999
52285,20.0,Kannika,1999-08-30,Lead,1,5,August,1999,1999
52707,21.0,Sakda,1999-08-31,Lead,1,5,August,1999,1999
53106,25.0,Sakda,1999-08-31,Lead,1,5,August,1999,1999
53903,19.0,Sakda,1999-08-31,Lead,1,5,August,1999,1999
41251,17.0,Boonsri,1999-09-16,Lead,1,5,September,1999,1999
41998,24.0,Boonsri,1999-09-16,Lead,1,5,September,1999,1999
46425,23.0,Chai,1999-09-16,Lead,1,5,September,1999,1999
47192,13.0,Chai,1999-09-16,Lead,1,5,September,1999,1999
47601,33.0,Chai,1999-09-16,Lead,1,5,September,1999,1999
46004,28.0,Kohsoom,1999-09-18,Lead,1,5,September,1999,1999
48371,45.0,Somchair,1999-09-18,Lead,1,5,September,1999,1999
49146,17.0,Busarakhan,1999-09-18,Lead,1,5,September,1999,1999
51160,27.0,Kannika,1999-09-19,Lead,1,5,September,1999,1999
51555,13.0,Kannika,1999-09-19,Lead,1,5,September,1999,1999
52317,33.0,Kannika,1999-09-19,Lead,1,5,September,1999,1999
52739,14.0,Sakda,1999-09-21,Lead,1,5,September,1999,1999
53137,24.0,Sakda,1999-09-21,Lead,1,5,September,1999,1999
53935,25.0,Sakda,1999-09-21,Lead,1,5,September,1999,1999
41286,18.0,Boonsri,1999-10-10,Lead,1,5,October,1999,1999
42032,23.0,Boonsri,1999-10-10,Lead,1,5,October,1999,1999
46035,87.0,Kohsoom,1999-10-20,Lead,1,5,October,1999,1999
46457,36.0,Chai,1999-10-21,Lead,1,5,October,1999,1999
47223,25.0,Chai,1999-10-21,Lead,1,5,October,1999,1999
47633,20.0,Chai,1999-10-21,Lead,1,5,October,1999,1999
48402,21.0,Somchair,1999-10-21,Lead,1,5,October,1999,1999
49177,31.0,Busarakhan,1999-10-22,Lead,1,5,October,1999,1999
51192,36.0,Kannika,1999-10-22,Lead,1,5,October,1999,1999
51586,38.0,Kannika,1999-10-22,Lead,1,5,October,1999,1999
52349,51.0,Kannika,1999-10-22,Lead,1,5,October,1999,1999
52771,24.0,Sakda,1999-10-23,Lead,1,5,October,1999,1999
53168,37.0,Sakda,1999-10-23,Lead,1,5,October,1999,1999
53967,29.0,Sakda,1999-10-23,Lead,1,5,October,1999,1999
41320,40.0,Boonsri,1999-11-05,Lead,1,5,November,1999,1999
42065,26.0,Boonsri,1999-11-05,Lead,1,5,November,1999,1999
46068,47.0,Kohsoom,1999-11-07,Lead,1,5,November,1999,1999
46489,51.0,Chai,1999-11-18,Lead,1,5,November,1999,1999
47257,31.0,Chai,1999-11-18,Lead,1,5,November,1999,1999
47666,36.0,Chai,1999-11-18,Lead,1,5,November,1999,1999
48435,57.0,Somchair,1999-11-20,Lead,1,5,November,1999,1999
49210,23.0,Busarakhan,1999-11-20,Lead,1,5,November,1999,1999
51227,24.0,Kannika,1999-11-26,Lead,1,5,November,1999,1999
51620,16.0,Kannika,1999-11-26,Lead,1,5,November,1999,1999
52384,24.0,Kannika,1999-11-26,Lead,1,5,November,1999,1999
52806,16.0,Sakda,1999-11-26,Lead,1,5,November,1999,1999
53202,23.0,Sakda,1999-11-26,Lead,1,5,November,1999,1999
54002,15.0,Sakda,1999-11-26,Lead,1,5,November,1999,1999
41352,21.0,Boonsri,1999-12-09,Lead,1,5,December,1999,1999
42096,20.0,Boonsri,1999-12-09,Lead,1,5,December,1999,1999
46524,28.0,Chai,1999-12-09,Lead,1,5,December,1999,1999
47291,48.0,Chai,1999-12-09,Lead,1,5,December,1999,1999
47701,34.0,Chai,1999-12-09,Lead,1,5,December,1999,1999
48469,34.0,Somchair,1999-12-10,Lead,1,5,December,1999,1999
49244,19.0,Busarakhan,1999-12-10,Lead,1,5,December,1999,1999
46098,40.0,Kohsoom,1999-12-11,Lead,1,5,December,1999,1999
52841,27.0,Sakda,1999-12-15,Lead,1,5,December,1999,1999
53236,41.0,Sakda,1999-12-15,Lead,1,5,December,1999,1999
54037,57.0,Sakda,1999-12-15,Lead,1,5,December,1999,1999
51262,35.0,Kannika,1999-12-16,Lead,1,5,December,1999,1999
51654,25.0,Kannika,1999-12-16,Lead,1,5,December,1999,1999
52419,21.0,Kannika,1999-12-16,Lead,1,5,December,1999,1999
97495,76.96,Boonsri,2000-01-14,Lead,1,5,January,2000,2000
98287,79.32,Boonsri,2000-01-14,Lead,1,5,January,2000,2000
104639,25.58,Chai,2000-01-14,Lead,1,5,January,2000,2000
105442,26.73,Chai,2000-01-14,Lead,1,6,January,2000,2000
106234,55.58,Chai,2000-01-14,Lead,1,6,January,2000,2000
107024,40.82,Somchair,2000-01-15,Lead,1,6,January,2000,2000
107831,14.59,Busarakhan,2000-01-15,Lead,1,6,January,2000,2000
103831,26.4,Kohsoom,2000-01-16,Lead,1,6,January,2000,2000
110668,15.12,Kannika,2000-01-19,Lead,1,6,January,2000,2000
111469,18.17,Kannika,2000-01-19,Lead,1,6,January,2000,2000
112266,11.27,Kannika,2000-01-19,Lead,1,6,January,2000,2000
113065,16.38,Sakda,2000-01-19,Lead,1,6,January,2000,2000
113866,17.83,Sakda,2000-01-19,Lead,1,6,January,2000,2000
114661,20.69,Sakda,2000-01-19,Lead,1,6,January,2000,2000
96737,20.1,Boonsri,2000-02-10,Lead,1,6,February,2000,2000
97533,25.01,Boonsri,2000-02-10,Lead,1,6,February,2000,2000
98322,17.17,Boonsri,2000-02-10,Lead,1,6,February,2000,2000
103866,33.61,Kohsoom,2000-02-12,Lead,1,6,February,2000,2000
104676,37.24,Chai,2000-02-18,Lead,1,6,February,2000,2000
105479,38.87,Chai,2000-02-18,Lead,1,6,February,2000,2000
106271,41.06,Chai,2000-02-18,Lead,1,6,February,2000,2000
110705,19.5,Kannika,2000-02-18,Lead,1,6,February,2000,2000
111506,19.07,Kannika,2000-02-18,Lead,1,6,February,2000,2000
112303,37.67,Kannika,2000-02-18,Lead,1,6,February,2000,2000
107061,41.9,Somchair,2000-02-19,Lead,1,6,February,2000,2000
107868,17.24,Busarakhan,2000-02-19,Lead,1,6,February,2000,2000
113102,19.19,Sakda,2000-02-19,Lead,1,6,February,2000,2000
113903,19.85,Sakda,2000-02-19,Lead,1,6,February,2000,2000
114698,50.91,Sakda,2000-02-19,Lead,1,6,February,2000,2000
96775,181.1,Boonsri,2000-03-10,Lead,1,6,March,2000,2000
97571,123.8,Boonsri,2000-03-10,Lead,1,6,March,2000,2000
98360,45.8,Boonsri,2000-03-10,Lead,1,6,March,2000,2000
103904,74.62,Kohsoom,2000-03-12,Lead,1,6,March,2000,2000
104713,68.46,Chai,2000-03-18,Lead,1,6,March,2000,2000
105516,77.55,Chai,2000-03-18,Lead,1,6,March,2000,2000
106308,149.1,Chai,2000-03-18,Lead,1,6,March,2000,2000
107098,144.7,Somchair,2000-03-19,Lead,1,6,March,2000,2000
107905,3.69,Busarakhan,2000-03-19,Lead,1,6,March,2000,2000
113139,77.75,Sakda,2000-03-23,Lead,1,6,March,2000,2000
113940,54.52,Sakda,2000-03-23,Lead,1,6,March,2000,2000
114735,61.61,Sakda,2000-03-23,Lead,1,6,March,2000,2000
110742,63.39,Kannika,2000-03-24,Lead,1,6,March,2000,2000
111543,76.72,Kannika,2000-03-24,Lead,1,6,March,2000,2000
112340,33.09,Kannika,2000-03-24,Lead,1,6,March,2000,2000
96813,15.0,Boonsri,2000-04-14,Lead,1,6,April,2000,2000
97606,15.0,Boonsri,2000-04-14,Lead,2,6,April,2000,2000
98395,15.0,Boonsri,2000-04-14,Lead,2,6,April,2000,2000
103942,77.0,Kohsoom,2000-04-16,Lead,2,6,April,2000,2000
104751,10.0,Chai,2000-04-28,Lead,2,6,April,2000,2000
105554,10.0,Chai,2000-04-28,Lead,2,6,April,2000,2000
106346,9.0,Chai,2000-04-28,Lead,2,6,April,2000,2000
107136,47.0,Somchair,2000-04-28,Lead,2,6,April,2000,2000
107943,33.0,Busarakhan,2000-04-29,Lead,2,6,April,2000,2000
110780,17.0,Kannika,2000-04-29,Lead,2,6,April,2000,2000
111581,14.0,Kannika,2000-04-29,Lead,2,6,April,2000,2000
112378,29.0,Kannika,2000-04-29,Lead,2,6,April,2000,2000
113177,16.0,Sakda,2000-04-29,Lead,2,6,April,2000,2000
113978,18.0,Sakda,2000-04-29,Lead,2,6,April,2000,2000
114773,16.0,Sakda,2000-04-29,Lead,2,6,April,2000,2000
96852,17.52,Boonsri,2000-05-12,Lead,2,6,May,2000,2000
97645,40.94,Boonsri,2000-05-12,Lead,2,6,May,2000,2000
98434,35.5,Boonsri,2000-05-12,Lead,2,6,May,2000,2000
103981,29.65,Kohsoom,2000-05-14,Lead,2,6,May,2000,2000
104788,25.67,Chai,2000-05-19,Lead,2,6,May,2000,2000
105592,16.28,Chai,2000-05-19,Lead,2,6,May,2000,2000
106384,15.53,Chai,2000-05-19,Lead,2,6,May,2000,2000
107174,30.52,Somchair,2000-05-20,Lead,2,6,May,2000,2000
113216,24.43,Sakda,2000-05-26,Lead,2,6,May,2000,2000
114017,18.52,Sakda,2000-05-26,Lead,2,6,May,2000,2000
114811,30.8,Sakda,2000-05-26,Lead,2,6,May,2000,2000
107982,33.76,Busarakhan,2000-05-27,Lead,2,6,May,2000,2000
110818,16.24,Kannika,2000-05-27,Lead,2,6,May,2000,2000
111619,16.33,Kannika,2000-05-27,Lead,2,6,May,2000,2000
112415,16.33,Kannika,2000-05-27,Lead,2,6,May,2000,2000
96889,17.0,Boonsri,2000-06-09,Lead,2,6,June,2000,2000
97681,24.0,Boonsri,2000-06-09,Lead,2,6,June,2000,2000
98470,20.0,Boonsri,2000-06-09,Lead,2,6,June,2000,2000
113254,21.0,Sakda,2000-06-24,Lead,2,6,June,2000,2000
114055,15.0,Sakda,2000-06-24,Lead,2,6,June,2000,2000
114849,18.0,Sakda,2000-06-24,Lead,2,6,June,2000,2000
110856,25.0,Kannika,2000-06-25,Lead,2,6,June,2000,2000
111657,18.0,Kannika,2000-06-25,Lead,2,6,June,2000,2000
112453,15.0,Kannika,2000-06-25,Lead,2,6,June,2000,2000
108020,20.0,Busarakhan,2000-06-26,Lead,2,6,June,2000,2000
107212,50.05,Somchair,2000-06-27,Lead,2,6,June,2000,2000
104826,27.0,Chai,2000-06-28,Lead,2,6,June,2000,2000
105630,26.0,Chai,2000-06-28,Lead,2,6,June,2000,2000
106422,31.0,Chai,2000-06-28,Lead,2,6,June,2000,2000
104019,39.0,Kohsoom,2000-06-29,Lead,2,6,June,2000,2000
96928,18.0,Boonsri,2000-07-14,Lead,2,7,July,2000,2000
